Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit naar herkomst,Aantal inwoners van 0 tot en met 59 jaar naar herkomst (KSZ-cijfers),Procent
Wemmel,23102,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,126,1092,0.1154
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,500,6285,0.0796
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,1214,3077,0.3945
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,342,1188,0.2879
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,263,815,0.3227
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2009,92,261,0.3525
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2009,38,121,0.3141
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2009,41,252,0.1627
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,908,2112,0.4299
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,214,704,0.304
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,504,6150,0.082
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,1190,3107,0.383
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,407,1258,0.3235
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,294,842,0.3492
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2010,134,312,0.4295
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2010,48,135,0.3556
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2010,65,281,0.2313
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,830,2066,0.4017
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2010,226,729,0.31
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,464,6045,0.0768
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,1196,3069,0.3897
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,440,1393,0.3159
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,306,884,0.3462
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2011,144,361,0.3989
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,61,175,0.3486
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,73,334,0.2186
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,810,1973,0.4105
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2011,242,735,0.3293
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,472,5892,0.0801
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,1279,3186,0.4014
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,455,1503,0.3027
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,300,946,0.3171
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2012,156,414,0.3768
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,73,189,0.3862
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,82,368,0.2228
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,879,2027,0.4336
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2012,244,745,0.3275
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,488,5723,0.0853
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,1219,3267,0.3731
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,443,1600,0.2769
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,305,1018,0.2996
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2013,161,469,0.3433
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,65,192,0.3385
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,73,390,0.1872
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,795,1994,0.3987
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2013,263,804,0.3271
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,438,5588,0.0784
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,1192,3261,0.3655
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,454,1649,0.2753
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,309,1035,0.2986
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2014,137,496,0.2762
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2014,70,203,0.3448
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,75,411,0.1825
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,808,1991,0.4058
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2014,247,774,0.3191
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,439,5506,0.0797
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,1199,3311,0.3621
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,456,1745,0.2613
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2015,317,1097,0.289
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2015,174,544,0.3199
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2015,72,214,0.3364
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2015,67,434,0.1544
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2015,792,1980,0.4
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2015,233,787,0.2961
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2016,445,5336,0.0834
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,1194,3412,0.3499
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,493,1821,0.2707
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2016,340,1150,0.2957
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2016,183,605,0.3025
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2016,83,222,0.3739
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2016,70,449,0.1559
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,780,1989,0.3922
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2016,231,818,0.2824
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,392,5174,0.0758
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,1173,3404,0.3446
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,499,1859,0.2684
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2017,359,1157,0.3103
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2017,194,629,0.3084
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2017,62,233,0.2661
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2017,78,469,0.1663
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,738,1931,0.3822
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,241,844,0.2855
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,386,5034,0.0767
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,1101,3431,0.3209
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,484,1869,0.259
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2018,320,1168,0.274
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2018,202,682,0.2962
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2018,71,239,0.2971
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2018,93,462,0.2013
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,641,1868,0.3431
Wezembeek-Oppem,23103,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,258,881,0.2928
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,225,5993,0.0375
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,25,362,0.0691
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,59,303,0.1947
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,25,119,0.2101
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2009,17,48,0.3542
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2009,17,136,0.125
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,13,176,0.0739
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,11,136,0.0809
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,225,5879,0.0383
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,11,361,0.0305
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,87,372,0.2339
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,43,149,0.2886
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2010,15,52,0.2885
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2010,29,171,0.1696
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,7,172,0.0407
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,224,5826,0.0384
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,28,379,0.0739
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,92,406,0.2266
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,34,167,0.2036
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,16,58,0.2759
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,42,181,0.232
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,19,187,0.1016
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2011,6,127,0.0472
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,224,5725,0.0391
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,31,419,0.074
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,77,444,0.1734
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,39,185,0.2108
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,9,59,0.1525
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,29,200,0.145
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,12,202,0.0594
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2012,17,142,0.1197
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,259,5636,0.046
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,24,442,0.0543
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,86,434,0.1982
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,44,203,0.2167
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2013,5,87,0.0575
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,8,47,0.1702
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,34,184,0.1848
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,13,203,0.064
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2013,6,152,0.0395
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,251,5568,0.0451
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,31,453,0.0684
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,74,481,0.1538
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,43,224,0.192
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2014,9,92,0.0978
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,28,211,0.1327
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,17,199,0.0854
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2014,5,162,0.0309
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,217,5429,0.04
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,32,486,0.0658
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,91,569,0.1599
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2015,53,265,0.2
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2015,8,108,0.0741
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2015,7,49,0.1429
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2015,31,255,0.1216
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2015,21,204,0.1029
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2016,220,5357,0.0411
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,36,522,0.069
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,82,625,0.1312
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2016,42,289,0.1453
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2016,10,123,0.0813
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2016,9,59,0.1525
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2016,31,277,0.1119
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,19,201,0.0945
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2016,7,198,0.0354
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,209,5260,0.0397
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,32,525,0.061
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,105,663,0.1584
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2017,57,307,0.1857
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2017,8,134,0.0597
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2017,12,51,0.2353
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2017,36,305,0.118
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,17,194,0.0876
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,7,197,0.0355
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,194,5118,0.0379
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,45,558,0.0806
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,131,708,0.185
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2018,67,331,0.2024
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2018,7,148,0.0473
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2018,10,60,0.1667
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2018,54,317,0.1703
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,23,193,0.1192
Lennik,23104,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,15,217,0.0691
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,471,8537,0.0552
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,30,408,0.0735
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,99,586,0.1689
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,61,315,0.1937
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2009,36,219,0.1644
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,16,211,0.0758
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,13,156,0.0833
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,440,8430,0.0522
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,27,409,0.066
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,95,661,0.1437
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,53,357,0.1485
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2010,4,44,0.0909
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2010,5,62,0.0806
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2010,37,242,0.1529
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,13,219,0.0594
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2010,10,146,0.0685
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,439,8326,0.0527
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,27,390,0.0692
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,101,790,0.1278
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,60,442,0.1357
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,8,71,0.1127
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,33,277,0.1191
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,18,208,0.0865
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2011,9,132,0.0682
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,467,8321,0.0561
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,27,426,0.0634
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,140,871,0.1607
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,89,481,0.185
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,10,70,0.1429
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,41,320,0.1281
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,16,212,0.0755
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2012,10,145,0.069
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,430,8307,0.0518
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,37,473,0.0782
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,178,1002,0.1776
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,121,543,0.2228
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,12,80,0.15
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,45,379,0.1187
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,25,225,0.1111
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2013,12,153,0.0784
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,406,8257,0.0492
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,51,523,0.0975
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,187,1064,0.1758
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,108,580,0.1862
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2014,14,78,0.1795
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,65,406,0.1601
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,35,246,0.1423
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2014,15,163,0.092
Affligem,23105,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,381,8142,0.0468
