Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Geslacht,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Mannen,32,223,0.143498
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Vrouwen,30,187,0.160428
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,44,878,0.0501139
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Vrouwen,39,698,0.0558739
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Zuid-EU15,Mannen,13,210,0.0619048
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Zuid-EU15,Vrouwen,11,173,0.0635838
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Mannen,98,1129,0.0868025
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Vrouwen,88,1004,0.0876494
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,953,23799,0.0400437
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,750,22599,0.0331873
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,87,1564,0.0556266
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,72,1352,0.0532544
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU13                                              ,Mannen,28,444,0.0630631
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU13                                              ,Vrouwen,27,450,0.06
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Mannen,36,391,0.0920716
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Vrouwen,52,451,0.115299
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,166,1734,0.0957324
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,166,1657,0.100181
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Mannen,32,214,0.149533
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Vrouwen,26,202,0.128713
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Mannen,43,884,0.0486425
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Vrouwen,35,721,0.0485437
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Zuid-EU15,Mannen,16,236,0.0677966
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Zuid-EU15,Vrouwen,10,181,0.0552486
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Mannen,104,1206,0.0862355
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Vrouwen,82,1104,0.0742754
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,876,23540,0.0372133
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,704,22494,0.0312972
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,71,1668,0.0425659
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,82,1429,0.0573828
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU13                                              ,Mannen,29,519,0.0558767
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU13                                              ,Vrouwen,28,476,0.0588235
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Mannen,37,412,0.0898058
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Vrouwen,52,454,0.114537
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,164,1858,0.088267
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,148,1758,0.0841866
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Turkije en Maghreb                                ,Mannen,23,240,0.0958333
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Turkije en Maghreb                                ,Vrouwen,14,200,0.07
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Mannen,28,896,0.03125
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Vrouwen,42,754,0.0557029
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Zuid-EU15,Mannen,14,253,0.055336
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Zuid-EU15,Vrouwen,12,199,0.0603015
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Mannen,90,1331,0.0676183
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,90,1187,0.0758214
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,763,23304,0.0327412
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,611,22378,0.0273036
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,65,1780,0.0365169
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,76,1457,0.052162
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU13                                              ,Mannen,17,585,0.0290598
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU13                                              ,Vrouwen,33,499,0.0661323
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Mannen,38,450,0.0844444
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Vrouwen,46,465,0.0989247
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,150,2018,0.074331
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,151,1843,0.0819316
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Turkije en Maghreb                                ,Mannen,22,237,0.092827
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Turkije en Maghreb                                ,Vrouwen,15,191,0.078534
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Mannen,38,929,0.0409042
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Vrouwen,34,753,0.0451527
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Zuid-EU15,Mannen,10,266,0.037594
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Mannen,79,1508,0.0523873
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Vrouwen,80,1267,0.0631413
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,695,23129,0.0300489
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,541,22225,0.024342
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,58,1959,0.0296069
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,79,1618,0.0488257
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU13                                              ,Mannen,16,708,0.0225989
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU13                                              ,Vrouwen,38,584,0.0650685
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Mannen,37,470,0.0787234
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Vrouwen,38,494,0.0769231
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,134,2224,0.0602518
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,134,1976,0.0678138
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Turkije en Maghreb                                ,Mannen,18,246,0.0731707
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Turkije en Maghreb                                ,Vrouwen,16,215,0.0744186
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,37,955,0.0387435
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Vrouwen,27,795,0.0339623
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Zuid-EU15,Vrouwen,14,239,0.0585774
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,84,1658,0.0506634
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Vrouwen,78,1335,0.058427
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,609,22960,0.0265244
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,477,21968,0.0217134
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,77,2031,0.0379124
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,62,1746,0.0355097
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU13                                              ,Mannen,24,764,0.0314136
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU13                                              ,Vrouwen,24,657,0.0365297
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Mannen,34,483,0.0703934
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Vrouwen,35,547,0.0639854
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,141,2411,0.058482
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,129,2123,0.0607631
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Mannen,23,270,0.0851852
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Vrouwen,16,241,0.06639
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Mannen,43,941,0.0456961
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,24,816,0.0294118
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Zuid-EU15,Mannen,10,326,0.0306748
Brugge,31005,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Zuid-EU15,Vrouwen,14,273,0.0512821
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,52,2709,0.0191953
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,69,2159,0.0319592
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,64,2662,0.0240421
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,80,2202,0.0363306
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,57,2681,0.0212607
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,80,2192,0.0364964
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,53,2664,0.0198949
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,73,2200,0.0331818
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,54,2622,0.020595
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,70,2259,0.0309872
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,55,2593,0.021211
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,86,2252,0.0381883
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,56,2593,0.0215966
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,84,2250,0.0373333
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,63,2601,0.0242215
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,69,2275,0.0303297
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,65,2568,0.0253115
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,61,2255,0.027051
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,49,2542,0.0192762
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,55,2251,0.0244336
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,49,2518,0.0194599
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,50,2231,0.0224115
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,38,2488,0.0152733
Damme,31006,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,43,2233,0.0192566
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,65,3377,0.0192479
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,105,2914,0.0360329
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,70,3280,0.0213415
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,122,2886,0.042273
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,67,3304,0.0202785
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,110,2878,0.038221
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,54,3295,0.0163885
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,99,2874,0.0344468
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,54,3247,0.0166307
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,89,2899,0.0307002
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,85,3272,0.025978
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,101,2942,0.0343304
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,76,3240,0.0234568
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,81,2916,0.0277778
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,73,3215,0.0227061
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,93,2932,0.031719
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,53,3223,0.0164443
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,81,2964,0.0273279
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,47,3196,0.0147059
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,65,2971,0.0218782
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,46,3184,0.0144472
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,55,2950,0.0186441
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,43,3162,0.013599
Jabbeke,31012,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,43,2931,0.0146708
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,114,5416,0.0210487
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,202,4752,0.0425084
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Vrouwen,11,71,0.15493
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,125,5424,0.0230457
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,181,4766,0.0379773
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,121,5427,0.0222959
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,160,4725,0.0338624
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,10,82,0.121951
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,120,5403,0.0222099
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,160,4779,0.0334798
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,123,5443,0.0225978
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,149,4795,0.031074
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,148,5416,0.0273264
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,157,4803,0.0326879
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,140,5402,0.0259163
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,143,4836,0.0295699
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,125,5354,0.023347
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,127,4855,0.0261586
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,114,5398,0.0211189
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,117,4906,0.0238483
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,10,98,0.102041
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,89,5452,0.0163243
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,91,4984,0.0182584
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,80,5496,0.014556
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,92,5029,0.0182939
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,86,5461,0.015748
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,87,4998,0.017407
Oostkamp,31022,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,12,237,0.0506329
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,123,4957,0.0248134
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,200,4153,0.048158
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Mannen,12,76,0.157895
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,153,4938,0.0309842
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,188,4180,0.0449761
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,12,141,0.0851064
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,10,74,0.135135
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Mannen,10,86,0.116279
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,145,4919,0.0294775
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,184,4187,0.0439455
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,125,4843,0.0258104
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,170,4195,0.0405244
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,124,4813,0.0257636
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,165,4203,0.0392577
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,11,94,0.117021
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,159,4777,0.0332845
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,158,4217,0.0374674
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,11,173,0.0635838
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,11,97,0.113402
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,173,4705,0.0367694
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,169,4199,0.0402477
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,12,110,0.109091
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,13,106,0.122642
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,175,4664,0.0375214
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,114,4162,0.0273907
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,16,207,0.0772947
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,18,107,0.168224
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,11,116,0.0948276
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Mannen,11,66,0.166667
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,136,4638,0.029323
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,114,4218,0.027027
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,19,209,0.0909091
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU13                                              ,Mannen,11,112,0.0982143
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,17,118,0.144068
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,11,118,0.0932203
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,125,4628,0.0270095
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,95,4215,0.0225386
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,13,231,0.0562771
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,13,128,0.101563
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,93,4554,0.0204216
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,81,4137,0.0195794
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,14,231,0.0606061
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU13                                              ,Mannen,11,128,0.0859375
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,11,115,0.0956522
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,12,96,0.125
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,97,4494,0.0215843
Torhout,31033,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,78,4146,0.0188133
