Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen met een (equivalent) leefloon naar herkomst,"Aantal inwoners naar herkomst 
(KSZ-cijfers)",Procent
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,27,11044,0.0024
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU,4,43,0.093
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,8,169,0.0473
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,4,94,0.0426
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,31,10937,0.0028
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU,5,47,0.1064
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,9,182,0.0495
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,4,94,0.0426
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,32,10889,0.0029
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,6,57,0.1053
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,10,194,0.0515
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,29,10745,0.0027
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,4,463,0.0086
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,33,10769,0.0031
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,4,92,0.0435
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,33,10825,0.003
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,5,163,0.0307
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,12,134,0.0896
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,30,10878,0.0028
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,12,227,0.0529
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,18,162,0.1111
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,35,10866,0.0032
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,5,630,0.0079
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,18,253,0.0711
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,20,165,0.1212
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,43,10867,0.004
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,6,666,0.009
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,20,260,0.0769
Veurne,38025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,5,479,0.0104
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,175,3062,0.0572
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,België,213,70130,0.003
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,37,2434,0.0152
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU13,8,441,0.0181
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU,90,827,0.1088
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,310,6497,0.0477
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Turkije en Maghreb,45,2608,0.0173
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,21,1273,0.0165
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Zuid-EU15,8,720,0.0111
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,227,3615,0.0628
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,België,239,69982,0.0034
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,44,2709,0.0162
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU13,9,524,0.0172
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU,104,932,0.1116
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,394,7357,0.0536
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb,63,2810,0.0224
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,23,1389,0.0166
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Zuid-EU15,12,796,0.0151
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,262,4296,0.061
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,België,219,69729,0.0031
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,40,2910,0.0137
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU13,12,631,0.019
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU,137,1212,0.113
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,459,8561,0.0536
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb,60,3053,0.0197
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,19,1464,0.013
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Zuid-EU15,9,815,0.011
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,274,4654,0.0589
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,België,176,69528,0.0025
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,40,3236,0.0124
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU13,18,831,0.0217
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,124,1322,0.0938
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,458,9207,0.0497
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb,60,3231,0.0186
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,16,1550,0.0103
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Zuid-EU15,6,855,0.007
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,288,5186,0.0555
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,België,191,69258,0.0028
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,49,3556,0.0138
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU13,20,996,0.0201
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,90,1349,0.0667
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,433,10013,0.0432
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb,55,3478,0.0158
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,22,1638,0.0134
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Zuid-EU15,7,922,0.0076
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,295,5662,0.0521
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,België,156,68874,0.0023
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,39,3851,0.0101
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU13,15,1183,0.0127
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU,80,1412,0.0567
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,421,10799,0.039
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb,46,3725,0.0123
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,15,1697,0.0088
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Zuid-EU15,9,971,0.0093
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,318,6017,0.0529
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,België,146,68440,0.0021
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,43,4082,0.0105
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU13,17,1353,0.0126
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU,60,1412,0.0425
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,420,11270,0.0373
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb,42,3841,0.0109
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,18,1730,0.0104
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Zuid-EU15,8,999,0.008
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,343,6501,0.0528
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,België,185,68010,0.0027
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,43,4378,0.0098
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU13,20,1539,0.013
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU,64,1512,0.0423
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,457,12023,0.038
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,50,4010,0.0125
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,19,1833,0.0104
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Zuid-EU15,4,1006,0.004
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,425,6933,0.0613
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,België,171,67532,0.0025
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,41,4662,0.0088
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU13,16,1716,0.0093
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU,46,1506,0.0305
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,517,12642,0.0409
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,46,4203,0.0109
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,21,1909,0.011
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,4,1037,0.0039
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,483,7507,0.0643
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,België,142,67119,0.0021
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,40,5060,0.0079
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13,20,1959,0.0102
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU,52,1551,0.0335
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,587,13445,0.0437
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,52,4387,0.0119
Aalst,41002,ja,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,17,2002,0.0085
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,47,1020,0.0461
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,20,16128,0.0012
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,4,677,0.0059
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,51,1472,0.0346
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,4,404,0.0099
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,39,1153,0.0338
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,26,16094,0.0016
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,5,726,0.0069
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,47,1665,0.0282
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb,5,432,0.0116
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,5,435,0.0115
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,49,1337,0.0366
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,27,16109,0.0017
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,6,816,0.0074
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,58,1936,0.03
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb,7,482,0.0145
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,5,478,0.0105
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,50,1510,0.0331
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,26,16053,0.0016
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,9,876,0.0103
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,6,143,0.042
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,60,2150,0.0279
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb,4,497,0.008
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,7,515,0.0136
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,58,1633,0.0355
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,24,15972,0.0015
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,8,939,0.0085
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,9,159,0.0566
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,70,2314,0.0303
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,4,529,0.0076
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,44,1762,0.025
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,24,15841,0.0015
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,9,969,0.0093
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU,4,183,0.0219
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,50,2527,0.0198
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,5,530,0.0094
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,54,1930,0.028
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,29,15733,0.0018
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,5,1070,0.0047
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,60,2753,0.0218
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,61,2152,0.0283
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,30,15580,0.0019
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,4,1114,0.0036
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,72,3023,0.0238
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,9,683,0.0132
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,4,596,0.0067
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,74,2348,0.0315
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,33,15420,0.0021
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,8,1175,0.0068
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU,6,185,0.0324
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,86,3261,0.0264
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,6,728,0.0082
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,5,633,0.0079
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,71,2601,0.0273
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,32,15262,0.0021
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,4,1244,0.0032
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,87,3578,0.0243
Denderleeuw,41011,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,13,785,0.0166
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,34,659,0.0516
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,80,29395,0.0027
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,17,1024,0.0166
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU13,4,121,0.0331
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU,67,391,0.1714
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,114,1424,0.0801
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Turkije en Maghreb,13,374,0.0348
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,12,612,0.0196
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,28,682,0.0411
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,78,29369,0.0027
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,20,1067,0.0187
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU13,4,133,0.0301
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU,84,500,0.168
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,130,1597,0.0814
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb,18,415,0.0434
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,15,633,0.0237
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,42,810,0.0519
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,91,29421,0.0031
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,19,1120,0.017
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU13,4,155,0.0258
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU,131,665,0.197
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,187,1912,0.0978
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb,14,437,0.032
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,12,655,0.0183
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,57,910,0.0626
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,111,29428,0.0038
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,19,1173,0.0162
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU13,4,185,0.0216
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,119,710,0.1676
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,192,2102,0.0913
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb,16,482,0.0332
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,12,679,0.0177
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,46,955,0.0482
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,100,29444,0.0034
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,20,1253,0.016
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU13,7,227,0.0308
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,105,755,0.1391
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,167,2221,0.0752
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb,16,511,0.0313
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,10,702,0.0142
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,55,1021,0.0539
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,116,29428,0.0039
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,21,1286,0.0163
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU13,6,261,0.023
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU,76,748,0.1016
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,138,2339,0.059
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb,7,570,0.0123
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,11,709,0.0155
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Zuid-EU15,4,316,0.0127
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,62,1099,0.0564
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,103,29277,0.0035
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,20,1361,0.0147
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU,62,706,0.0878
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,135,2379,0.0567
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb,11,574,0.0192
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,16,727,0.022
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,84,1228,0.0684
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,100,29259,0.0034
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,19,1386,0.0137
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU13,4,301,0.0133
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU,48,714,0.0672
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,147,2535,0.058
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,15,593,0.0253
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,12,739,0.0162
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,108,1351,0.0799
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,99,29145,0.0034
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,11,1434,0.0077
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU,33,666,0.0495
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,157,2619,0.0599
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,16,602,0.0266
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,5,754,0.0066
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,4,361,0.0111
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,133,1550,0.0858
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,118,29036,0.0041
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,17,1490,0.0114
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13,4,369,0.0108
Geraardsbergen,41018,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU,31,672,0.0461
