Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,13,96,13.54167
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,200,650,30.76923
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,3,27,11.11111
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,14,93,15.05376
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,179,687,26.05531
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,4,28,14.28571
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,14,112,12.5
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,189,722,26.17729
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,7,32,21.875
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,20,110,18.18182
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,191,694,27.52161
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,7,35,20.0
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,24,114,21.05263
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,194,610,31.80328
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,7,34,20.58824
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,32,126,25.39683
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,166,547,30.34735
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,5,32,15.625
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,28,111,25.22523
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,141,499,28.25651
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,5,32,15.625
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,30,109,27.52294
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,134,484,27.68595
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,7,27,25.92593
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,30,128,23.4375
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,146,485,30.10309
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,9,38,23.68421
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,35,143,24.47552
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,150,428,35.04673
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,9,38,23.68421
Wevelgem,34041,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,43,128,33.59375
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,136,571,23.81786
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,3,12,25.0
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,8,42,19.04762
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,147,557,26.39138
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,2,16,12.5
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,9,51,17.64706
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,148,485,30.51546
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,2,14,14.28571
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,11,63,17.46032
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,143,472,30.29661
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,4,17,23.52941
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,11,55,20.0
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,134,518,25.86873
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,4,22,18.18182
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,12,62,19.35484
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,152,502,30.27888
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,4,32,12.5
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,12,54,22.22222
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,136,443,30.69977
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,6,30,20.0
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,14,54,25.92593
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,124,422,29.38389
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,7,24,29.16667
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,18,56,32.14286
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,104,386,26.94301
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,7,29,24.13793
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,20,55,36.36364
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,93,358,25.97765
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,5,26,19.23077
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,16,56,28.57143
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,100,348,28.73563
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,4,21,19.04762
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,11,52,21.15385
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,100,341,29.32551
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,6,22,27.27273
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,12,50,24.0
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,117,344,34.01163
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,7,24,29.16667
Zwevegem,34042,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,14,47,29.78723
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,17,85,20.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,0,15,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,2,5,40.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,17,82,20.73171
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,1,14,7.14286
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,2,2,100.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,18,69,26.08696
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,1,15,6.66667
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,1,2,50.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,19,74,25.67568
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,2,14,14.28571
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,0,2,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,19,82,23.17073
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,5,13,38.46154
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,0,2,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,19,71,26.76056
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,4,12,33.33333
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,0,3,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,17,64,26.5625
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,3,15,20.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,0,4,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,15,58,25.86207
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,4,17,23.52941
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,0,4,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,14,53,26.41509
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,6,18,33.33333
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,1,3,33.33333
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,14,61,22.95082
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,5,14,35.71429
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,1,6,16.66667
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,15,52,28.84615
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,4,15,26.66667
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,0,5,0.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,13,57,22.80702
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,5,16,31.25
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,1,5,20.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,18,55,32.72727
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,4,16,25.0
Spiere-Helkijn,34043,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,1,2,50.0
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,132,551,23.95644
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,8,28,28.57143
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,9,59,15.25424
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,135,576,23.4375
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,6,28,21.42857
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,11,65,16.92308
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,151,562,26.86833
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,6,25,24.0
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,8,63,12.69841
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,132,487,27.10472
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,5,26,19.23077
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,9,68,13.23529
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,134,527,25.42694
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,6,29,20.68966
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,13,75,17.33333
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,143,564,25.35461
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,8,37,21.62162
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,16,78,20.51282
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,145,557,26.03232
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,10,39,25.64103
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,15,84,17.85714
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,149,504,29.56349
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,13,35,37.14286
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,19,91,20.87912
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,152,459,33.11547
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,13,33,39.39394
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,25,101,24.75248
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,152,424,35.84906
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,12,30,40.0
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,25,104,24.03846
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,148,427,34.66042
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,11,33,33.33333
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,29,108,26.85185
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,153,446,34.30493
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,12,36,33.33333
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,29,117,24.78632
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,151,403,37.46898
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,9,33,27.27273
Bredene,35002,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,28,97,28.86598
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,73,334,21.85629
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,1,12,8.33333
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,3,18,16.66667
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,73,325,22.46154
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,1,14,7.14286
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,22,22.72727
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,85,306,27.77778
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,2,17,11.76471
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,4,27,14.81481
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,88,287,30.66202
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,2,15,13.33333
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,3,20,15.0
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,82,318,25.78616
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,1,11,9.09091
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,2,17,11.76471
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,86,358,24.02235
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,1,17,5.88235
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,1,20,5.0
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,103,338,30.47337
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,2,19,10.52632
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,5,26,19.23077
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,102,305,33.44262
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,3,13,23.07692
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,7,45,15.55556
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,106,295,35.9322
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,5,16,31.25
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,7,46,15.21739
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,95,254,37.40157
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,6,18,33.33333
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,10,39,25.64103
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,80,234,34.18803
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,5,17,29.41176
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,11,40,27.5
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,84,253,33.20158
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,6,21,28.57143
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,11,42,26.19048
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,83,218,38.07339
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,7,26,26.92308
Gistel,35005,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,12,37,32.43243
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,100,356,28.08989
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,0,8,0.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,3,11,27.27273
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,93,371,25.06739
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,0,6,0.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,3,9,33.33333
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,91,320,28.4375
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,0,6,0.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,1,9,11.11111
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,85,308,27.5974
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,0,6,0.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,1,11,9.09091
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,87,335,25.97015
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,1,9,11.11111
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,4,14,28.57143
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,94,337,27.89318
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,2,13,15.38462
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,5,15,33.33333
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,96,351,27.35043
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,1,14,7.14286
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,5,18,27.77778
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,100,309,32.36246
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,2,13,15.38462
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,4,19,21.05263
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,92,275,33.45455
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,3,16,18.75
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,5,21,23.80952
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,91,257,35.40856
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,5,16,31.25
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,5,16,31.25
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,90,242,37.19008
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,7,17,41.17647
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,3,17,17.64706
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,80,250,32.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,8,22,36.36364
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,6,25,24.0
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,79,214,36.91589
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,6,23,26.08696
Ichtegem,35006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,10,25,40.0
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,144,558,25.80645
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,4,27,14.81481
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,35,20.0
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,158,585,27.00855
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,4,28,14.28571
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,9,43,20.93023
