Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Procent
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.33333
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,1.0
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.5
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.5
Glabbeek,24137,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.64286
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.21429
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.14286
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.5
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.2
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.15
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.15
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.5
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.0625
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.25
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.1875
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.57143
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.07143
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.35714
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.57143
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.04762
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.38095
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.57692
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.03846
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.38462
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.65385
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.03846
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.26923
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.03846
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.65217
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.04348
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.30435
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.52381
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.47619
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.44444
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.14815
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.40741
Beernem,31003,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.66957
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.06957
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.21739
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.04348
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.64706
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.06863
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.23529
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.04902
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.69811
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.04717
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.22642
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.0283
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.65021
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.05761
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.27984
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.01235
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.58363
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.07829
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.3274
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.01068
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.58333
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.06944
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.33333
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.01389
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.52778
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.08333
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.31944
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.06944
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.48246
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.08772
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.38596
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.04386
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.48182
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.09091
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.41818
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.00909
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.43243
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.08108
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.45946
Blankenberge,31004,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.02703
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.55422
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.04016
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.32932
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.07631
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.58462
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.06538
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.30769
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.04231
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.62832
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.04867
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.28319
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.03982
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.60755
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.05283
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.29434
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.04528
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.56
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.06
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.33667
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.04333
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.50144
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.09222
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.35735
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.04899
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.45553
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.09704
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.39084
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.0566
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.45783
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.0988
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.41205
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.03133
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.42438
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.11738
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.45147
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.00677
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.39202
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.11972
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.47418
Brugge,31005,Ja,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.01408
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.6
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.2
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.2
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.55556
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.22222
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.22222
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.875
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.125
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.1875
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.0625
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.5625
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.1875
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.33333
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.04762
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.47619
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.14286
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.54167
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.04167
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.375
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.04167
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.5625
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.125
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.25
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.0625
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.64516
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.06452
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.29032
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.21053
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.05263
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.47368
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.26316
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.29412
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.11765
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.47059
Damme,31006,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.11765
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.70588
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.05882
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.11765
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.11765
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.83333
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.05556
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.11111
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.91667
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.08333
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,1.0
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.72727
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.09091
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.18182
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.66667
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.06667
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.13333
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.13333
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.65385
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.23077
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.11538
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.6087
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.26087
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.13043
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.55556
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.18519
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.25926
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.47826
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.13043
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.3913
Jabbeke,31012,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.61905
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.28571
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.09524
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.8
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.2
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.78261
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.08696
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.13043
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.77273
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.09091
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.13636
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.63636
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.12121
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.21212
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.0303
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.58696
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.08696
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.26087
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.06522
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.61364
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.11364
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.22727
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.04545
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.5814
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.04651
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.32558
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.04651
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.625
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.05
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.275
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.05
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.71795
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.05128
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.23077
Oostkamp,31022,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Torhout,31033,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.69841
Torhout,31033,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.06349
Torhout,31033,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.19048
