Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,906,2343,0.386684
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,20,2374,0.0084246
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1077,2374,0.453665
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,328,2374,0.138163
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,949,2374,0.399747
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,19,2390,0.00794979
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,1071,2390,0.448117
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,331,2390,0.138494
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,969,2390,0.405439
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,24,2394,0.0100251
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,1082,2394,0.451963
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,328,2394,0.137009
Hoegaarden,24041,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,960,2394,0.401003
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,11,3564,0.00308642
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,1516,3564,0.425365
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,521,3564,0.146184
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,1516,3564,0.425365
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,13,3557,0.00365477
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,1561,3557,0.438853
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,506,3557,0.142255
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,1477,3557,0.415238
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,14,3531,0.00396488
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1571,3531,0.444916
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,522,3531,0.147833
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,1424,3531,0.403285
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,14,3546,0.00394811
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,1586,3546,0.447265
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,542,3546,0.152848
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,1404,3546,0.395939
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,11,3552,0.00309685
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,1598,3552,0.449887
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,535,3552,0.150619
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,1408,3552,0.396396
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,10,3513,0.00284657
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,1582,3513,0.450327
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,502,3513,0.142898
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,1419,3513,0.403928
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,11,3531,0.00311526
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,1578,3531,0.446899
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,485,3531,0.137355
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,1457,3531,0.412631
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,10,3500,0.00285714
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,1566,3500,0.447429
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,478,3500,0.136571
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,1446,3500,0.413143
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,13,3448,0.0037703
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,1543,3448,0.447506
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,457,3448,0.132541
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,1435,3448,0.416183
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,14,3476,0.00402762
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,1565,3476,0.45023
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,454,3476,0.13061
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,1443,3476,0.415132
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,12,3474,0.00345423
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,1573,3474,0.452792
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,453,3474,0.130397
Holsbeek,24043,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,1436,3474,0.413356
Huldenberg,24045,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,11,2985,0.00368509
Huldenberg,24045,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,1198,2985,0.40134
Huldenberg,24045,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,311,2985,0.104188
Huldenberg,24045,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,1465,2985,0.490787
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,28,2808,0.00997151
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,1096,2808,0.390313
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,683,2808,0.243234
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,1001,2808,0.356481
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,30,2811,0.0106724
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,1127,2811,0.400925
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,642,2811,0.228388
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,1012,2811,0.360014
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,32,2837,0.0112795
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1142,2837,0.402538
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,612,2837,0.215721
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,1051,2837,0.370462
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,35,2814,0.0124378
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,1133,2814,0.40263
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,592,2814,0.210377
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,1054,2814,0.374556
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,32,2780,0.0115108
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,1141,2780,0.410432
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,584,2780,0.210072
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,1023,2780,0.367986
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,16,2778,0.00575954
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,1149,2778,0.413607
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,563,2778,0.202664
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,1050,2778,0.37797
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,13,2816,0.00461648
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,1189,2816,0.42223
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,556,2816,0.197443
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,1058,2816,0.37571
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,10,2794,0.0035791
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,1193,2794,0.426986
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,541,2794,0.193629
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,1050,2794,0.375805
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,11,2819,0.00390209
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,1227,2819,0.435261
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,535,2819,0.189784
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,1046,2819,0.371054
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,11,2817,0.00390486
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,1234,2817,0.438055
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,495,2817,0.175719
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,1077,2817,0.382322
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,10,2800,0.00357143
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,1257,2800,0.448929
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,480,2800,0.171429
Kortenaken,24054,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,1053,2800,0.376071
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,25,5649,0.00442556
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,2497,5649,0.442025
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,836,5649,0.147991
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,2291,5649,0.405559
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,24,5687,0.00422015
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,2526,5687,0.444171
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,834,5687,0.14665
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,2303,5687,0.404959
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,21,5608,0.00374465
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,2418,5608,0.43117
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,788,5608,0.140514
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,2381,5608,0.424572
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,19,5561,0.00341665
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,2415,5561,0.434274
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,776,5561,0.139543
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,2351,5561,0.422766
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,18,5499,0.00327332
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,2393,5499,0.43517
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,733,5499,0.133297
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,2355,5499,0.42826
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,11,5407,0.0020344
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,2405,5407,0.444794
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,717,5407,0.132606
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,2274,5407,0.420566
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,13,5397,0.00240875
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,2405,5397,0.445618
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,701,5397,0.129887
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,2278,5397,0.422086
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,10,5383,0.0018577
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,2418,5383,0.449192
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,689,5383,0.127996
Landen,24059,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,2266,5383,0.420955
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Andere landen                                     ,Primair,33,2554,0.0129209
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Andere landen                                     ,Quartair,1047,2554,0.409945
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Andere landen                                     ,Secundair,171,2554,0.0669538
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Andere landen                                     ,Tertiair,1303,2554,0.51018
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,10,30408,0.000328861
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,14522,30408,0.477572
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,2648,30408,0.0870823
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,13228,30408,0.435017
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Primair,40,3696,0.0108225
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Quartair,1423,3696,0.385011
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Secundair,327,3696,0.088474
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Tertiair,1906,3696,0.515693
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Andere landen                                     ,Primair,27,2686,0.0100521
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Andere landen                                     ,Quartair,1178,2686,0.43857
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Andere landen                                     ,Secundair,166,2686,0.0618019
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Andere landen                                     ,Tertiair,1315,2686,0.489576
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,11,29936,0.000367451
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,14648,29936,0.489311
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,2442,29936,0.081574
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,12835,29936,0.428748
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Primair,36,3843,0.00936768
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Quartair,1594,3843,0.41478
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Secundair,312,3843,0.0811866
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Tertiair,1901,3843,0.494666
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Primair,21,3033,0.00692384
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Quartair,1279,3033,0.421695
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Secundair,171,3033,0.0563798
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Tertiair,1562,3033,0.515002
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,17,29597,0.000574383
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,14535,29597,0.491097
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,2422,29597,0.0818326
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,12623,29597,0.426496
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Primair,28,4293,0.00652225
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Quartair,1710,4293,0.398323
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Secundair,325,4293,0.0757046
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Tertiair,2230,4293,0.51945
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Primair,24,3197,0.00750704
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Quartair,1319,3197,0.412574
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Secundair,189,3197,0.0591179
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Tertiair,1665,3197,0.520801
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,18,29539,0.000609364
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,14523,29539,0.491655
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,2373,29539,0.0803345
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,12625,29539,0.427401
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Primair,30,4479,0.00669792
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Quartair,1751,4479,0.390935
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Secundair,340,4479,0.0759098
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Tertiair,2358,4479,0.526457
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Primair,19,3369,0.00563966
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Quartair,1361,3369,0.403977
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Secundair,180,3369,0.0534283
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Tertiair,1809,3369,0.536955
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,19,29384,0.00064661
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,14474,29384,0.492581
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,2327,29384,0.0791928
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,12564,29384,0.42758
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Primair,21,4739,0.00443131
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Quartair,1844,4739,0.389112
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Secundair,332,4739,0.070057
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Tertiair,2542,4739,0.5364
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Primair,17,3458,0.00491614
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Quartair,1379,3458,0.398785
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Secundair,161,3458,0.0465587
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Tertiair,1901,3458,0.54974
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,14,29053,0.000481878
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,14415,29053,0.496162
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,2207,29053,0.0759646
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,12417,29053,0.427391
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Primair,19,4851,0.00391672
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Quartair,1884,4851,0.388374
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Secundair,308,4851,0.0634921
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Tertiair,2640,4851,0.544218
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Primair,17,3557,0.00477931
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Quartair,1452,3557,0.408209
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Secundair,156,3557,0.0438572
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Tertiair,1932,3557,0.543154
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,13,28752,0.000452142
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,14221,28752,0.494609
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,2150,28752,0.0747774
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,12368,28752,0.430161
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Primair,17,5011,0.00339254
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Quartair,1982,5011,0.39553
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Secundair,293,5011,0.0584714
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Tertiair,2719,5011,0.542606
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Primair,17,3726,0.00456253
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Quartair,1463,3726,0.392646
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Secundair,187,3726,0.0501879
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Tertiair,2059,3726,0.552603
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,14,28698,0.000487839
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,14176,28698,0.493972
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,2131,28698,0.074256
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,12377,28698,0.431284
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Primair,17,5240,0.00324427
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Quartair,2001,5240,0.38187
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Secundair,338,5240,0.0645038
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Tertiair,2884,5240,0.550382
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Primair,12,3979,0.00301583
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Quartair,1561,3979,0.39231
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Secundair,203,3979,0.0510178
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Tertiair,2203,3979,0.553657
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,15,28591,0.000524641
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,14181,28591,0.495995
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,2038,28591,0.0712812
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,12357,28591,0.432199
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Primair,12,5633,0.0021303
