Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,105,239,43.93305
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,6,17,35.29412
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,4,14,28.57143
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,96,232,41.37931
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,7,17,41.17647
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,5,15,33.33333
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,106,269,39.4052
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,8,17,47.05882
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,7,21,33.33333
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,121,266,45.48872
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,7,17,41.17647
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,4,18,22.22222
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,121,253,47.82609
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,8,21,38.09524
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,6,22,27.27273
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,114,244,46.72131
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,8,21,38.09524
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,8,27,29.62963
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,99,207,47.82609
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,10,21,47.61905
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,12,27,44.44444
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,99,215,46.04651
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,11,22,50.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,15,30,50.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,98,207,47.343
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,11,22,50.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,17,30,56.66667
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,99,212,46.69811
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,12,24,50.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,18,36,50.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,100,180,55.55556
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,14,20,70.0
Keerbergen,24048,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,18,35,51.42857
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,69,173,39.88439
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,2,7,28.57143
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,3,9,33.33333
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,74,187,39.57219
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,3,7,42.85714
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,1,10,10.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,80,174,45.97701
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,2,5,40.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,1,8,12.5
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,80,180,44.44444
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,0,4,0.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,3,9,33.33333
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,85,191,44.50262
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,2,9,22.22222
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,4,10,40.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,92,200,46.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,1,6,16.66667
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,4,11,36.36364
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,91,189,48.14815
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,2,8,25.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,7,13,53.84615
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,97,191,50.78534
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,3,6,50.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,7,15,46.66667
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,82,157,52.2293
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,3,8,37.5
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,9,17,52.94118
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,64,136,47.05882
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,3,5,60.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,8,14,57.14286
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,55,124,44.35484
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,2,5,40.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,6,11,54.54545
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,63,139,45.32374
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,3,8,37.5
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,4,10,40.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,67,112,59.82143
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,4,8,50.0
Kortenaken,24054,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,5,11,45.45455
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,123,365,33.69863
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,12,30,40.0
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,23,69,33.33333
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,159,406,39.16256
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,12,36,33.33333
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,39,91,42.85714
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,160,357,44.81793
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,17,35,48.57143
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,38,98,38.77551
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,148,315,46.98413
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,12,39,30.76923
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,31,90,34.44444
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,138,328,42.07317
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,14,42,33.33333
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,39,102,38.23529
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,149,356,41.85393
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,17,44,38.63636
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,47,101,46.53465
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,159,362,43.92265
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,18,48,37.5
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,46,97,47.42268
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,148,320,46.25
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,16,38,42.10526
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,47,105,44.7619
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,119,291,40.89347
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,14,44,31.81818
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,49,116,42.24138
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,122,275,44.36364
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,17,48,35.41667
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,58,120,48.33333
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,109,268,40.67164
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,19,44,43.18182
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,54,116,46.55172
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,123,293,41.97952
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,19,52,36.53846
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,65,140,46.42857
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,140,265,52.83019
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,24,46,52.17391
Kortenberg,24055,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,72,136,52.94118
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,184,461,39.91323
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,6,24,25.0
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,15,52,28.84615
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,199,474,41.98312
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,9,25,36.0
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,23,63,36.50794
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,205,454,45.15419
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,6,20,30.0
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,27,74,36.48649
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,216,435,49.65517
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,5,21,23.80952
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,32,75,42.66667
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,199,436,45.6422
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,8,26,30.76923
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,33,88,37.5
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,209,457,45.73304
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,12,28,42.85714
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,45,102,44.11765
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,226,451,50.11086
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,10,24,41.66667
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,50,96,52.08333
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,216,406,53.20197
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,7,22,31.81818
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,54,93,58.06452
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,180,366,49.18033
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,8,26,30.76923
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,56,104,53.84615
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,175,344,50.87209
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,9,23,39.13043
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,56,101,55.44554
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,173,314,55.09554
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,9,23,39.13043
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,59,97,60.82474
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,166,321,51.7134
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,7,22,31.81818
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,53,102,51.96078
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,157,279,56.2724
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,10,26,38.46154
Landen,24059,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,56,104,53.84615
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,984,2564,38.37754
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,72,241,29.87552
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,353,1112,31.7446
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,1041,2566,40.56898
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,84,288,29.16667
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,400,1161,34.45306
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,1014,2403,42.19725
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,95,296,32.09459
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,402,1164,34.53608
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,932,2263,41.18427
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,85,284,29.92958
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,434,1153,37.64094
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,964,2413,39.95027
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,106,330,32.12121
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,469,1249,37.55004
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,990,2356,42.02037
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,121,362,33.42541
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,523,1229,42.55492
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,1019,2295,44.40087
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,127,376,33.7766
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,547,1232,44.39935
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,1007,2194,45.8979
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,154,392,39.28571
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,592,1373,43.11726
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,973,2128,45.72368
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,160,425,37.64706
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,650,1609,40.39776
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,935,2020,46.28713
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,160,413,38.74092
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,732,1677,43.64937
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,935,1874,49.89328
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,145,376,38.56383
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,743,1683,44.14736
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,939,1885,49.81432
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,151,388,38.91753
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,804,1722,46.6899
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,925,1677,55.15802
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,167,353,47.30878
Leuven,24062,Ja,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,823,1532,53.72063
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,67,242,27.68595
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,1,10,10.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,4,15,26.66667
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,76,252,30.15873
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,2,6,33.33333
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,19,26.31579
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,79,229,34.49782
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,3,10,30.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,8,22,36.36364
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,74,210,35.2381
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,4,12,33.33333
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,10,22,45.45455
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,78,227,34.36123
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,3,9,33.33333
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,12,24,50.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,94,247,38.05668
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,2,10,20.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,13,32,40.625
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,99,236,41.94915
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,3,10,30.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,16,32,50.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,91,236,38.55932
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,3,11,27.27273
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,15,40,37.5
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,84,219,38.35616
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,4,11,36.36364
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,11,50,22.0
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,84,199,42.21106
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,6,13,46.15385
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,21,51,41.17647
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,90,204,44.11765
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,4,14,28.57143
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,21,52,40.38462
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,102,224,45.53571
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,6,16,37.5
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,20,55,36.36364
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,101,187,54.0107
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,6,16,37.5
Lubbeek,24066,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,23,50,46.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,73,207,35.2657
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,1,6,16.66667
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,6,21,28.57143
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,87,207,42.02899
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,2,7,28.57143
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,6,20,30.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,74,194,38.14433
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,1,8,12.5
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,5,19,26.31579
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,62,173,35.83815
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,3,10,30.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,4,20,20.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,61,180,33.88889
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,2,9,22.22222
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,5,17,29.41176
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,65,182,35.71429
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,3,13,23.07692
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,4,15,26.66667
