Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Leeftijd,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,42,615,0.0682927
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,50-64 jaar,26,256,0.101563
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,25-49 jaar,14,492,0.0284553
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,25-49 jaar,17,453,0.0375276
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,25-49 jaar,21,412,0.0509709
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,50-64 jaar,14,203,0.0689655
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,45,2432,0.0185033
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,70,1966,0.0356053
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,34,1149,0.0295909
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,50-64 jaar,15,550,0.0272727
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,35,632,0.0553797
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,50-64 jaar,21,272,0.0772059
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,25-49 jaar,11,488,0.022541
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,25-49 jaar,15,448,0.0334821
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,50-64 jaar,11,225,0.0488889
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,25-49 jaar,20,442,0.0452489
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,50-64 jaar,12,218,0.0550459
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,48,2442,0.019656
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,58,1960,0.0295918
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,36,1179,0.0305344
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,50-64 jaar,19,599,0.0317195
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,29,670,0.0432836
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,50-64 jaar,20,298,0.0671141
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,25-49 jaar,12,527,0.0227704
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,25-49 jaar,17,445,0.0382022
Sint-Genesius-Rode,23101,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,50-64 jaar,10,239,0.041841
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Andere landen                                     ,25-49 jaar,23,248,0.0927419
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,14,317,0.044164
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,86,2745,0.0313297
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,74,1536,0.0481771
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,EU,25-49 jaar,34,663,0.0512821
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,EU,50-64 jaar,18,196,0.0918367
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,15-24 jaar,17,99,0.171717
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,25-49 jaar,73,717,0.101813
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,50-64 jaar,14,112,0.125
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Turkije en Maghreb                                ,25-49 jaar,46,379,0.121372
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Zuid-EU15,25-49 jaar,22,287,0.0766551
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Zuid-EU15,50-64 jaar,10,97,0.103093
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Andere landen                                     ,25-49 jaar,31,267,0.116105
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,25,267,0.093633
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,92,2614,0.0351951
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,50-64 jaar,80,1596,0.0501253
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,25-49 jaar,41,687,0.0596798
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,50-64 jaar,21,224,0.09375
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,15-24 jaar,19,98,0.193878
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,25-49 jaar,98,780,0.125641
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,50-64 jaar,18,136,0.132353
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Turkije en Maghreb                                ,15-24 jaar,12,50,0.24
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Turkije en Maghreb                                ,25-49 jaar,59,404,0.14604
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,West- en Noord-EU15,25-49 jaar,17,279,0.0609319
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,West- en Noord-EU15,50-64 jaar,11,98,0.112245
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Zuid-EU15,25-49 jaar,21,280,0.075
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Andere landen                                     ,25-49 jaar,24,284,0.084507
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,15-24 jaar,19,243,0.0781893
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,25-49 jaar,99,2546,0.0388845
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,50-64 jaar,78,1594,0.0489335
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,15-24 jaar,10,96,0.104167
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,25-49 jaar,36,709,0.0507757
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,50-64 jaar,20,230,0.0869565
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Europa niet-EU                                    ,25-49 jaar,11,117,0.0940171
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,15-24 jaar,15,91,0.164835
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,25-49 jaar,99,837,0.11828
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,50-64 jaar,19,146,0.130137
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Turkije en Maghreb                                ,25-49 jaar,64,436,0.146789
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Turkije en Maghreb                                ,50-64 jaar,12,61,0.196721
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,West- en Noord-EU15,25-49 jaar,17,278,0.0611511
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,West- en Noord-EU15,50-64 jaar,11,96,0.114583
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Zuid-EU15,25-49 jaar,16,283,0.0565371
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Andere landen                                     ,25-49 jaar,21,272,0.0772059
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,15-24 jaar,19,253,0.0750988
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,25-49 jaar,70,2458,0.0284784
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,50-64 jaar,66,1558,0.042362
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,EU,25-49 jaar,41,768,0.0533854
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,EU,50-64 jaar,19,231,0.0822511
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Europa niet-EU                                    ,25-49 jaar,14,131,0.10687
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,15-24 jaar,10,76,0.131579
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,25-49 jaar,100,873,0.114548
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,50-64 jaar,19,159,0.119497
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,25-49 jaar,65,470,0.138298
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,50-64 jaar,12,65,0.184615
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,25-49 jaar,16,288,0.0555556
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Zuid-EU15,25-49 jaar,17,288,0.0590278
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Zuid-EU15,50-64 jaar,12,126,0.0952381
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,25-49 jaar,28,307,0.0912052
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,18,234,0.0769231
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,72,2412,0.0298507
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,66,1567,0.0421187
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,35,789,0.0443599
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,50-64 jaar,18,247,0.0728745
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,25-49 jaar,11,127,0.0866142
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,25-49 jaar,112,948,0.118143
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,50-64 jaar,25,184,0.13587
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,25-49 jaar,73,514,0.142023
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,50-64 jaar,16,82,0.195122
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,25-49 jaar,11,260,0.0423077
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Zuid-EU15,25-49 jaar,19,316,0.0601266
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Zuid-EU15,50-64 jaar,12,128,0.09375
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,25-49 jaar,35,312,0.112179
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,15-24 jaar,21,214,0.0981308
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,25-49 jaar,79,2346,0.0336743
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,50-64 jaar,72,1562,0.0460948
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,25-49 jaar,42,849,0.04947
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,50-64 jaar,25,271,0.0922509
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Europa niet-EU                                    ,25-49 jaar,14,139,0.100719
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,15-24 jaar,16,81,0.197531
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,25-49 jaar,115,982,0.117108
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,50-64 jaar,33,204,0.161765
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,15-24 jaar,12,45,0.266667
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,25-49 jaar,66,531,0.124294
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,50-64 jaar,19,93,0.204301
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,25-49 jaar,16,277,0.0577617
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,50-64 jaar,10,103,0.0970874
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Zuid-EU15,25-49 jaar,18,321,0.0560748
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Zuid-EU15,50-64 jaar,15,147,0.102041
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,25-49 jaar,32,313,0.102236
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,15,204,0.0735294
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,67,2236,0.0299642
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,65,1591,0.0408548
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,25-49 jaar,35,890,0.0393258
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,50-64 jaar,20,299,0.0668896
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Europa niet-EU                                    ,25-49 jaar,11,152,0.0723684
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,25-49 jaar,118,1041,0.113353
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,50-64 jaar,27,228,0.118421
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,25-49 jaar,75,576,0.130208
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,50-64 jaar,15,98,0.153061
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,25-49 jaar,13,268,0.0485075
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,25-49 jaar,18,343,0.0524781
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,50-64 jaar,15,159,0.0943396
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,25-49 jaar,23,319,0.0721003
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,15,182,0.0824176
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,76,2231,0.0340654
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,63,1602,0.0393258
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,43,964,0.0446058
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,50-64 jaar,15,308,0.0487013
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,25-49 jaar,14,155,0.0903226
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,15-24 jaar,11,82,0.134146
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,84,1080,0.0777778
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,50-64 jaar,29,260,0.111538
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,25-49 jaar,47,606,0.0775578
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,50-64 jaar,17,116,0.146552
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,25-49 jaar,15,264,0.0568182
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,25-49 jaar,19,358,0.0530726
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,50-64 jaar,10,164,0.0609756
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,25-49 jaar,31,345,0.0898551
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,50-64 jaar,10,121,0.0826446
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,15,177,0.0847458
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,52,2092,0.0248566
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,59,1614,0.0365551
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,25-49 jaar,36,997,0.0361083
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,50-64 jaar,19,334,0.0568862
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,25-49 jaar,12,163,0.0736196
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,97,1124,0.0862989
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,50-64 jaar,32,277,0.115523
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,25-49 jaar,54,616,0.0876623
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,50-64 jaar,17,128,0.132813
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,25-49 jaar,18,377,0.0477454
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,50-64 jaar,11,171,0.0643275
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,25-49 jaar,37,358,0.103352
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,50-64 jaar,14,119,0.117647
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,15-24 jaar,11,162,0.0679012
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,46,2007,0.0229198
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,69,1666,0.0414166
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,25-49 jaar,35,1027,0.0340798
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,50-64 jaar,20,349,0.0573066
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,94,1202,0.078203
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,50-64 jaar,36,300,0.12
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,25-49 jaar,51,680,0.075
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,50-64 jaar,16,151,0.10596
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,25-49 jaar,16,260,0.0615385
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,25-49 jaar,14,371,0.0377358
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,50-64 jaar,12,171,0.0701754
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,25-49 jaar,30,382,0.078534
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,50-64 jaar,16,133,0.120301
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,37,1957,0.0189065
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,65,1614,0.0402726
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,28,1089,0.0257117
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,50-64 jaar,15,370,0.0405405
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,15-24 jaar,10,98,0.102041
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,86,1289,0.0667184
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,50-64 jaar,37,337,0.109792
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,25-49 jaar,49,729,0.0672154
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,50-64 jaar,17,173,0.0982659
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,25-49 jaar,12,261,0.045977
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,25-49 jaar,12,378,0.031746
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,25-49 jaar,37,423,0.0874704
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,50-64 jaar,13,136,0.0955882
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,45,1877,0.0239744
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,51,1586,0.0321564
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,35,1153,0.0303556
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,50-64 jaar,10,394,0.0253807
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,25-49 jaar,10,501,0.0199601
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,95,1440,0.0659722
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,50-64 jaar,33,367,0.0899183
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,25-49 jaar,54,825,0.0654545
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,50-64 jaar,16,197,0.0812183
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,25-49 jaar,11,269,0.0408922
Wemmel,23102,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,25-49 jaar,14,383,0.0365535
Wezembeek-Oppem,23103,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,60,1985,0.0302267
