Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Geslacht,Aantal meerderjarige nieuwkomers naar geslacht,Aantal meerderjarige nieuwkomers,Procent
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,12,18,0.666667
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,4,16,0.25
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,12,16,0.75
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,7,13,0.538462
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,6,13,0.461538
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,17,33,0.515152
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,16,33,0.484848
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,23,29,0.793103
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,6,29,0.206897
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,17,21,0.809524
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,4,21,0.190476
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,11,20,0.55
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,9,20,0.45
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,11,21,0.52381
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,10,21,0.47619
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,17,25,0.68
Holsbeek,24043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,8,25,0.32
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,9,22,0.409091
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,13,22,0.590909
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,13,23,0.565217
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,10,23,0.434783
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,13,25,0.52
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,12,25,0.48
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,7,17,0.411765
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,10,17,0.588235
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,15,27,0.555556
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,12,27,0.444444
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,14,27,0.518519
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,13,27,0.481481
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,15,37,0.405405
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,22,37,0.594595
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,17,35,0.485714
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,18,35,0.514286
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,17,38,0.447368
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,21,38,0.552632
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,44,65,0.676923
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,21,65,0.323077
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,15,32,0.46875
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,17,32,0.53125
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,24,40,0.6
Huldenberg,24045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,16,40,0.4
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,17,35,0.485714
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,18,35,0.514286
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,13,25,0.52
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,12,25,0.48
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,11,26,0.423077
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,15,26,0.576923
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,7,23,0.304348
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,16,23,0.695652
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,8,21,0.380952
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,13,21,0.619048
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,8,22,0.363636
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,14,22,0.636364
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,29,0.482759
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,15,29,0.517241
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,10,23,0.434783
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,13,23,0.565217
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,11,22,0.5
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,11,22,0.5
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,9,27,0.333333
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,18,27,0.666667
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,16,28,0.571429
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,12,28,0.428571
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,13,23,0.565217
Keerbergen,24048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,10,23,0.434783
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,8,18,0.444444
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,10,18,0.555556
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,8,13,0.615385
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,5,13,0.384615
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,4,14,0.285714
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,10,14,0.714286
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,5,12,0.416667
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,7,12,0.583333
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,3,6,0.5
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,3,6,0.5
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,16,25,0.64
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,9,25,0.36
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,18,0.777778
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,4,18,0.222222
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,8,16,0.5
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,8,16,0.5
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,16,25,0.64
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,9,25,0.36
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,8,18,0.444444
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,10,18,0.555556
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,10,14,0.714286
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,4,14,0.285714
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,6,13,0.461538
Kortenaken,24054,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,7,13,0.538462
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,46,102,0.45098
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,56,102,0.54902
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,41,89,0.460674
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,48,89,0.539326
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,43,86,0.5
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,43,86,0.5
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,31,56,0.553571
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,25,56,0.446429
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,28,63,0.444444
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,35,63,0.555556
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,41,85,0.482353
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,44,85,0.517647
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,76,149,0.510067
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,73,149,0.489933
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,55,104,0.528846
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,49,104,0.471154
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,45,97,0.463918
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,52,97,0.536082
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,58,108,0.537037
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,50,108,0.462963
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,42,90,0.466667
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,48,90,0.533333
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,62,122,0.508197
Kortenberg,24055,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,60,122,0.491803
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,15,39,0.384615
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,24,39,0.615385
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,25,40,0.625
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,15,40,0.375
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,21,40,0.525
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,19,40,0.475
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,16,32,0.5
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,16,32,0.5
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,13,23,0.565217
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,10,23,0.434783
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,20,35,0.571429
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,15,35,0.428571
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,38,71,0.535211
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,33,71,0.464789
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,26,63,0.412698
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,37,63,0.587302
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,28,57,0.491228
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,29,57,0.508772
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,40,73,0.547945
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,33,73,0.452055
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,16,35,0.457143
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,19,35,0.542857
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,38,70,0.542857
Landen,24059,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,32,70,0.457143
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,786,1586,0.495586
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,800,1586,0.504414
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,933,1936,0.481921
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,1003,1936,0.518079
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,832,1689,0.492599
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,857,1689,0.507401
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,941,1950,0.482564
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,1009,1950,0.517436
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,1132,2383,0.475031
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,1251,2383,0.524969
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,1292,2595,0.497881
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,1303,2595,0.502119
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,2440,4658,0.52383
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,2218,4658,0.47617
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,1997,3900,0.512051
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,1903,3900,0.487949
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,2133,4140,0.515217
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,2007,4140,0.484783
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,2206,4410,0.500227
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,2204,4410,0.499773
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,1712,3350,0.511045
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,1638,3350,0.488955
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,1674,3362,0.497918
Leuven,24062,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,1688,3362,0.502082
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,11,26,0.423077
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,15,26,0.576923
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,20,40,0.5
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,20,40,0.5
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,9,32,0.28125
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,23,32,0.71875
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,12,23,0.521739
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,11,23,0.478261
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,11,25,0.44
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,14,25,0.56
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,12,28,0.428571
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,16,28,0.571429
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,104,182,0.571429
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,78,182,0.428571
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,59,105,0.561905
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,46,105,0.438095
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,22,42,0.52381
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,20,42,0.47619
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,22,46,0.478261
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,24,46,0.521739
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,20,52,0.384615
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,32,52,0.615385
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,10,26,0.384615
Lubbeek,24066,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,16,26,0.615385
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,11,27,0.407407
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,16,27,0.592593
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,14,24,0.583333
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,10,24,0.416667
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,17,38,0.447368
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,21,38,0.552632
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,21,43,0.488372
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,22,43,0.511628
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,7,22,0.318182
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,15,22,0.681818
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,11,23,0.478261
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,12,23,0.521739
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,19,46,0.413043
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,27,46,0.586957
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,18,29,0.62069
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,11,29,0.37931
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,24,44,0.545455
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,20,44,0.454545
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,25,47,0.531915
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,22,47,0.468085
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,25,48,0.520833
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,23,48,0.479167
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,76,125,0.608
Oud-Heverlee,24086,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,49,125,0.392
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,24,36,0.666667
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,12,36,0.333333
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,13,41,0.317073
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,28,41,0.682927
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,15,30,0.5
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,15,30,0.5
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,4,16,0.25
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,12,16,0.75
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,14,31,0.451613
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,17,31,0.548387
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,21,45,0.466667
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,24,45,0.533333
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,24,43,0.55814
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,19,43,0.44186
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,31,61,0.508197
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,30,61,0.491803
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,24,40,0.6
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,16,40,0.4
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,21,52,0.403846
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,31,52,0.596154
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,18,41,0.439024
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,23,41,0.560976
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,19,35,0.542857
Rotselaar,24094,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,16,35,0.457143
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,112,235,0.476596
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,123,235,0.523404
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,109,225,0.484444
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,116,225,0.515556
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,111,223,0.497758
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,112,223,0.502242
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,104,211,0.492891
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,107,211,0.507109
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,92,207,0.444444
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,115,207,0.555556
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,93,197,0.472081
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,104,197,0.527919
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,131,297,0.441077
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,166,297,0.558923
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,125,268,0.466418
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,143,268,0.533582
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,100,208,0.480769
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,108,208,0.519231
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,135,285,0.473684
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,150,285,0.526316
Tervuren,24104,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,107,235,0.455319
