Gemeente,Nis-code,Centrumstad?,Indicator,Geslacht,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar geslacht,Aantal inwoners naar geslacht,Procent
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,177,11109,0.015933
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,174,11200,0.0155357
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,201,11182,0.0179753
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,197,11259,0.0174971
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,218,11228,0.0194157
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,220,11325,0.019426
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,250,11215,0.0222916
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,250,11380,0.0219684
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,297,11224,0.0264612
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,267,11368,0.023487
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,334,11246,0.0296994
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,281,11374,0.0247055
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,312,11272,0.0276792
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,314,11479,0.0273543
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,303,11273,0.0268784
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,313,11536,0.0271325
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,339,11285,0.0300399
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,337,11548,0.0291825
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,392,11357,0.0345162
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,367,11567,0.0317282
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,408,11348,0.0359535
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,393,11604,0.0338676
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,436,11393,0.0382691
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,429,11636,0.0368683
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,450,11416,0.0394184
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,438,11662,0.0375579
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,505,11448,0.0441125
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,482,11687,0.0412424
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,538,11575,0.0464795
Scherpenheuvel-Zichem,24134,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,500,11800,0.0423729
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,42,4867,0.00862955
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,37,4947,0.00747928
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,49,4887,0.0100266
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,41,4990,0.00821643
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,50,4911,0.0101812
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,38,4983,0.00762593
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,46,4938,0.00931551
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,45,4960,0.00907258
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,58,4935,0.0117528
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,50,4942,0.0101174
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,58,4942,0.0117361
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,44,4989,0.0088194
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,61,4993,0.0122171
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,50,5016,0.0099681
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,63,5031,0.0125224
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,57,5072,0.0112382
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,69,5063,0.0136283
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,59,5158,0.0114385
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,73,5168,0.0141254
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,66,5173,0.0127586
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,84,5193,0.0161756
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,69,5198,0.0132743
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,89,5197,0.0171253
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,77,5227,0.0147312
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,95,5265,0.0180437
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,93,5274,0.0176337
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,92,5299,0.0173618
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,92,5282,0.0174176
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,104,5331,0.0195085
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,96,5328,0.018018
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,107,5341,0.0200337
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,88,5302,0.0165975
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,123,5367,0.0229178
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,106,5307,0.0199736
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,153,5380,0.0284387
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,129,5300,0.0243396
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,170,5374,0.0316338
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,144,5333,0.0270017
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,190,5388,0.0352635
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,175,5359,0.0326553
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,186,5389,0.0345148
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,177,5394,0.0328142
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,232,5446,0.0426001
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,202,5431,0.0371939
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,261,5525,0.0472398
Tielt-Winge,24135,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,219,5512,0.0397315
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,7,2551,0.00274402
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,8,2520,0.0031746
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,8,2551,0.00313603
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,6,2518,0.00238284
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,15,2546,0.00589159
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,8,2555,0.00313112
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,19,2540,0.00748031
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,12,2551,0.00470404
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,20,2543,0.00786473
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,11,2572,0.00427683
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,23,2579,0.00891819
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,18,2583,0.00696864
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,20,2579,0.00775494
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,18,2610,0.00689655
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,32,2611,0.0122558
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,29,2605,0.0111324
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,28,2629,0.0106504
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,28,2606,0.0107444
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,30,2641,0.0113593
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,30,2623,0.0114373
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,32,2616,0.0122324
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,29,2623,0.011056
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,41,2664,0.0153904
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,32,2648,0.0120846
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,41,2636,0.0155539
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,31,2633,0.0117736
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,38,2648,0.0143505
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,32,2652,0.0120664
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,36,2639,0.0136415
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,31,2661,0.0116498
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,45,2673,0.016835
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,43,2709,0.015873
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,49,2623,0.0186809
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,46,2682,0.0171514
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,58,2638,0.0219864
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,51,2688,0.0189732
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,57,2626,0.021706
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,48,2672,0.0179641
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,61,2614,0.0233359
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,60,2657,0.0225819
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,66,2625,0.0251429
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,57,2696,0.0211424
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,91,2632,0.0345745
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,69,2708,0.0254801
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,81,2618,0.0309396
Glabbeek,24137,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,88,2726,0.0322817
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,46,7465,0.00616209
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,28,7060,0.00396601
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,40,7490,0.00534045
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,27,7067,0.00382057
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,41,7501,0.00546594
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,24,7050,0.00340426
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,45,7482,0.00601443
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,31,7058,0.00439218
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,53,7486,0.00707988
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,37,7059,0.00524154
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,54,7487,0.0072125
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,34,7063,0.00481382
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,55,7516,0.00731772
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,39,7126,0.00547292
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,54,7552,0.00715042
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,38,7139,0.00532287
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,70,7599,0.00921174
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,59,7209,0.00818421
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,76,7656,0.00992685
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,63,7254,0.00868486
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,82,7725,0.0106149
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,72,7339,0.0098106
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,104,7794,0.0133436
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,81,7420,0.0109164
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,140,7855,0.017823
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,115,7502,0.0153292
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,131,7877,0.0166307
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,122,7512,0.0162407
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,126,7893,0.0159635
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,120,7535,0.0159257
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,142,7889,0.0179997
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,126,7592,0.0165964
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,153,7905,0.0193548
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,135,7597,0.0177702
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,179,7944,0.0225327
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,145,7660,0.0189295
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,207,8011,0.0258395
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,165,7676,0.0214956
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,215,8046,0.0267214
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,181,7717,0.0234547
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,226,8040,0.0281095
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,201,7777,0.0258454
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,244,8051,0.0303068
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,225,7794,0.0288684
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,261,8115,0.0321627
Beernem,31003,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,256,7851,0.0326073
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,198,8291,0.0238813
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,161,9123,0.0176477
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,199,8359,0.0238067
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,168,9179,0.0183026
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,203,8441,0.0240493
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,180,9285,0.0193861
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,218,8525,0.0255718
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,200,9372,0.0213402
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,225,8630,0.0260718
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,213,9458,0.0225206
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,223,8629,0.0258431
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,216,9506,0.0227225
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,233,8662,0.0268991
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,225,9513,0.0236518
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,260,8774,0.029633
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,238,9555,0.0249084
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,291,8869,0.0328109
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,269,9574,0.0280969
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,299,8967,0.0333445
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,295,9693,0.0304343
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,333,9103,0.0365813
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,320,9804,0.0326397
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,357,9208,0.0387706
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,360,9888,0.0364078
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,410,9322,0.043982
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,402,10015,0.0401398
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,484,9532,0.0507763
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,440,10150,0.0433498
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,517,9667,0.0534809
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,453,10212,0.0443596
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,518,9749,0.0531337
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,472,10265,0.0459815
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,544,9733,0.0558923
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,498,10280,0.0484436
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,625,9919,0.0630104
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,520,10346,0.050261
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,633,9996,0.0633253
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,532,10353,0.0513861
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,684,10058,0.0680056
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,558,10378,0.0537676
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,724,10106,0.0716406
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,594,10357,0.0573525
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,736,10143,0.0725624
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,591,10336,0.0571788
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,732,10076,0.0726479
Blankenberge,31004,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,615,10332,0.0595238
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2000,1356,56292,0.0240887
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2000,1244,59954,0.0207492
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2001,1365,56436,0.0241867
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2001,1266,60123,0.0210568
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2002,1432,56593,0.0253035
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2002,1290,60243,0.0214133
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2003,1466,56616,0.0258937
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2003,1302,60195,0.0216297
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2004,1456,56685,0.0256858
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2004,1371,60340,0.0227212
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2005,1489,56754,0.026236
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2005,1413,60573,0.0233272
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2006,1564,56769,0.0275502
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2006,1469,60455,0.0242991
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2007,1619,56588,0.0286103
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2007,1574,60394,0.0260622
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2008,1831,56664,0.0323133
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2008,1739,60449,0.0287681
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2009,1935,56704,0.0341246
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2009,1728,60265,0.0286734
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2010,1994,56594,0.0352334
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2010,1829,60147,0.0304088
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2011,2098,56641,0.0370403
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2011,1970,60244,0.0327004
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2012,2297,56833,0.0404167
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2012,2147,60337,0.0355835
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2013,2543,57050,0.0445749
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2013,2419,60527,0.0399656
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2014,2595,56983,0.0455399
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2014,2316,60394,0.0383482
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2015,2909,57213,0.0508451
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2015,2607,60673,0.042968
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2016,3076,57321,0.0536627
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2016,2802,60732,0.0461371
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2017,3395,57406,0.0591402
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2017,2984,60781,0.0490943
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2018,3736,57571,0.0648938
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2018,3196,60713,0.0526411
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2019,4001,57598,0.0694642
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2019,3466,60727,0.0570751
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2020,4219,57851,0.0729287
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2020,3796,60805,0.0624291
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2021,4219,57823,0.072964
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2021,3813,60644,0.0628751
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Mannen,2022,4332,57824,0.074917
Brugge,31005,Ja,"Vreemdelingen, naar geslacht",Vrouwen,2022,3935,60685,0.064843
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,72,5518,0.0130482
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,43,5540,0.00776173
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,77,5540,0.0138989
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,48,5540,0.00866426
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,75,5514,0.0136017
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,47,5524,0.00850833
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,77,5493,0.0140178
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,50,5508,0.00907771
Damme,31006,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,77,5466,0.0140871
