Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal meerderjarige nieuwkomers naar nationaliteitsgroep,Aantal meerderjarige nieuwkomers,Procent
Tienen,24107,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,6,146,0.0411
Tienen,24107,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,146,0.00685
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,20,47,0.42553
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),26,47,0.55319
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,1,47,0.02128
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,47,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,9,30,0.3
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),20,30,0.66667
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,1,30,0.03333
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,30,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,9,31,0.29032
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),17,31,0.54839
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,4,31,0.12903
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,31,0.03226
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,11,18,0.61111
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),6,18,0.33333
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,1,18,0.05556
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,18,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,12,25,0.48
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),12,25,0.48
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,1,25,0.04
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,25,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,7,22,0.31818
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),9,22,0.40909
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,4,22,0.18182
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,2,22,0.09091
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,16,31,0.51613
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),9,31,0.29032
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,6,31,0.19355
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,31,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,6,15,0.4
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),6,15,0.4
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,3,15,0.2
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,15,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,19,29,0.65517
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),9,29,0.31034
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,1,29,0.03448
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,29,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,10,33,0.30303
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),20,33,0.60606
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,3,33,0.09091
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,33,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,11,21,0.52381
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),9,21,0.42857
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,1,21,0.04762
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,21,0.0
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,18,25,0.72
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),5,25,0.2
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,2,25,0.08
Tremelo,24109,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,16,27,0.59259
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),10,27,0.37037
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,1,27,0.03704
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,27,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,7,25,0.28
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),16,25,0.64
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,2,25,0.08
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,25,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,12,28,0.42857
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),16,28,0.57143
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,0,28,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,28,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,3,14,0.21429
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),11,14,0.78571
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,0,14,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,14,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,3,14,0.21429
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),10,14,0.71429
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,1,14,0.07143
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,14,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,15,19,0.78947
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),4,19,0.21053
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,0,19,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,19,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,9,20,0.45
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),8,20,0.4
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,3,20,0.15
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,20,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,3,16,0.1875
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),12,16,0.75
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,0,16,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,1,16,0.0625
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,8,24,0.33333
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),16,24,0.66667
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,0,24,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,24,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,10,21,0.47619
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),9,21,0.42857
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,2,21,0.09524
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,21,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,44,59,0.74576
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),13,59,0.22034
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,2,59,0.0339
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,59,0.0
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,28,37,0.75676
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),8,37,0.21622
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,1,37,0.02703
Zoutleeuw,24130,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,37,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,3,6,0.5
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),3,6,0.5
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,0,6,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,6,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,2,9,0.22222
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),4,9,0.44444
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,3,9,0.33333
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,9,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,2,6,0.33333
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),4,6,0.66667
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,0,6,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,6,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,7,13,0.53846
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),6,13,0.46154
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,0,13,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,13,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,5,17,0.29412
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),9,17,0.52941
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,3,17,0.17647
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,17,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,6,11,0.54545
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),4,11,0.36364
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,1,11,0.09091
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,11,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,7,11,0.63636
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),4,11,0.36364
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,0,11,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,11,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,6,13,0.46154
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),6,13,0.46154
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,1,13,0.07692
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,13,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,2,14,0.14286
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),12,14,0.85714
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,0,14,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,14,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,0,10,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),9,10,0.9
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,1,10,0.1
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,10,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,4,14,0.28571
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),10,14,0.71429
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,0,14,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,14,0.0
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,10,14,0.71429
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),3,14,0.21429
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,1,14,0.07143
Linter,24133,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,14,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,33,53,0.62264
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),14,53,0.26415
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,6,53,0.11321
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,53,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,21,76,0.27632
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),44,76,0.57895
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,11,76,0.14474
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,76,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,9,53,0.16981
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),34,53,0.64151
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,8,53,0.15094
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,2,53,0.03774
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,12,43,0.27907
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),29,43,0.67442
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,2,43,0.04651
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,43,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,10,43,0.23256
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),26,43,0.60465
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,5,43,0.11628
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,2,43,0.04651
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,29,81,0.35802
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),45,81,0.55556
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,7,81,0.08642
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,81,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,126,163,0.77301
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),33,163,0.20245
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,1,163,0.00613
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,3,163,0.0184
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,65,105,0.61905
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),36,105,0.34286
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,3,105,0.02857
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,1,105,0.00952
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,61,115,0.53043
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),48,115,0.41739
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,3,115,0.02609
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,3,115,0.02609
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,100,147,0.68027
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),40,147,0.27211
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,6,147,0.04082
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,1,147,0.0068
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,39,102,0.38235
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),59,102,0.57843
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,4,102,0.03922
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,102,0.0
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,47,72,0.65278
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),22,72,0.30556
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,3,72,0.04167
Scherpenheuvel-Zichem,24134,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,72,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,3,13,0.23077
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),7,13,0.53846
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,2,13,0.15385
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,1,13,0.07692
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,8,13,0.61538
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),4,13,0.30769
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,1,13,0.07692
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,4,8,0.5
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),3,8,0.375
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,1,8,0.125
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,8,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,3,14,0.21429
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),11,14,0.78571
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,0,14,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,14,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,2,6,0.33333
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),4,6,0.66667
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,0,6,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,6,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,8,18,0.44444
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),8,18,0.44444
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,2,18,0.11111
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,18,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,18,30,0.6
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),10,30,0.33333
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,2,30,0.06667
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,30,0.0
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,7,17,0.41176
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),9,17,0.52941
Tielt-Winge,24135,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,1,17,0.05882
