Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,118,131,0.90076
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,13,131,0.09924
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,4,115,0.03478
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,93,115,0.8087
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,18,115,0.15652
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,101,0.0
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,95,101,0.94059
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,6,101,0.05941
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,114,0.00877
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,94,114,0.82456
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,19,114,0.16667
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,123,0.0
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,106,123,0.86179
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,17,123,0.13821
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,120,0.0
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,103,120,0.85833
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,17,120,0.14167
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,4,170,0.02353
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,8,170,0.04706
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,127,170,0.74706
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,31,170,0.18235
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,159,0.01887
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,6,159,0.03774
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,128,159,0.80503
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,22,159,0.13836
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,139,0.0
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,110,139,0.79137
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,29,139,0.20863
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,119,0.0
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,92,119,0.77311
Tielt,37015,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,27,119,0.22689
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,11,0.09091
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,8,11,0.72727
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,2,11,0.18182
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,6,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,4,6,0.66667
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,2,6,0.33333
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,8,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,8,8,1.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,0,8,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,18,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,16,18,0.88889
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,2,18,0.11111
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,18,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,14,18,0.77778
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,4,18,0.22222
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,34,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,26,34,0.76471
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,8,34,0.23529
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,33,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,28,33,0.84848
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,5,33,0.15152
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,35,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,30,35,0.85714
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,5,35,0.14286
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,31,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,25,31,0.80645
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,6,31,0.19355
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,38,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,35,38,0.92105
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,3,38,0.07895
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,34,0.0
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,29,34,0.85294
Wielsbeke,37017,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,5,34,0.14706
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,190,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,19,190,0.1
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,171,190,0.9
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,150,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,125,150,0.83333
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,25,150,0.16667
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,66,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,58,66,0.87879
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,8,66,0.12121
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,103,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,87,103,0.84466
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,16,103,0.15534
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,90,0.01111
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,75,90,0.83333
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,14,90,0.15556
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,74,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,72,74,0.97297
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,2,74,0.02703
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,71,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,69,71,0.97183
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,2,71,0.02817
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,87,0.01149
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,87,0.02299
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,82,87,0.94253
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,2,87,0.02299
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,93,0.01075
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,4,93,0.04301
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,82,93,0.88172
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,6,93,0.06452
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,53,0.0
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,50,53,0.9434
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,3,53,0.0566
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,4,68,0.05882
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,55,68,0.80882
Wingene,37018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,9,68,0.13235
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,33,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,27,33,0.81818
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,6,33,0.18182
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,32,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,31,32,0.96875
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,1,32,0.03125
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,41,0.02439
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,35,41,0.85366
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,5,41,0.12195
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,23,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,23,23,1.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,0,23,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,26,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,25,26,0.96154
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,1,26,0.03846
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,34,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,33,34,0.97059
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,1,34,0.02941
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,21,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,21,21,1.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,0,21,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,45,0.02222
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,37,45,0.82222
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,6,45,0.13333
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,31,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,28,31,0.90323
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,3,31,0.09677
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,16,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,14,16,0.875
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,2,16,0.125
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,29,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,24,29,0.82759
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,5,29,0.17241
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,2,4,0.5
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,11,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,9,11,0.81818
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,2,11,0.18182
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,15,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,15,15,1.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,0,15,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,13,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,10,13,0.76923
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,3,13,0.23077
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,21,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,19,21,0.90476
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,2,21,0.09524
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,22,24,0.91667
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,2,24,0.08333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,23,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,22,23,0.95652
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,1,23,0.04348
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,22,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,21,22,0.95455
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,1,22,0.04545
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,31,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,31,0.03226
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,26,31,0.83871
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,4,31,0.12903
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,18,36,0.5
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,18,36,0.5
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,47,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,23,47,0.48936
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,24,47,0.51064
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,54,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,34,54,0.62963
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,20,54,0.37037
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,45,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,31,45,0.68889
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,14,45,0.31111
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,61,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,45,61,0.7377
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,16,61,0.2623
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,50,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,40,50,0.8
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,10,50,0.2
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,43,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,40,43,0.93023
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,3,43,0.06977
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,5,79,0.06329
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,51,79,0.64557
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,23,79,0.29114
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,70,0.01429
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,42,70,0.6
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,27,70,0.38571
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,62,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,62,0.01613
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,41,62,0.66129
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,20,62,0.32258
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,63,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,63,0.03175
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,46,63,0.73016
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,15,63,0.2381
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,57,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,38,57,0.66667
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,19,57,0.33333
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,2,40,0.05
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,24,40,0.6
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,14,40,0.35
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,49,0.02041
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,33,49,0.67347
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,15,49,0.30612
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,1,42,0.02381
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,27,42,0.64286
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,14,42,0.33333
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,53,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,38,53,0.71698
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,15,53,0.28302
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,2,45,0.04444
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,34,45,0.75556
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,9,45,0.2
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,84,0.02381
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,53,84,0.63095
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,29,84,0.34524
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,293,0.00341
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,237,293,0.80887
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,55,293,0.18771
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,58,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,33,58,0.56897
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,25,58,0.43103
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,62,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,62,0.01613
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,51,62,0.82258
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,10,62,0.16129
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,41,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,4,41,0.09756
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,27,41,0.65854
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,10,41,0.2439
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,1,130,0.00769
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,111,130,0.85385
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,18,130,0.13846
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,3,54,0.05556
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,26,54,0.48148
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,25,54,0.46296
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,2,43,0.04651
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,30,43,0.69767
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,11,43,0.25581
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,59,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,52,59,0.88136
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,7,59,0.11864
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,40,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,33,40,0.825
