Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een verhoogde tegemoetkoming,Aantal inwoners,Procent
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1736,12417,0.139808
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1849,12355,0.149656
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1825,12445,0.146645
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1828,12481,0.146463
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1875,12498,0.150024
Zonnebeke,33037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1858,12511,0.148509
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1217,7856,0.154913
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1246,7883,0.158062
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1273,7827,0.162642
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1354,7784,0.173947
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1381,7862,0.175655
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1389,7909,0.175623
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1327,7926,0.167424
Heuvelland,33039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1242,7897,0.157275
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1290,8007,0.161109
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1304,8015,0.162695
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1320,7940,0.166247
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1425,7948,0.17929
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1426,7920,0.180051
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1392,7819,0.178028
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1390,7825,0.177636
Langemark-Poelkapelle,33040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1343,7843,0.171235
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,698,3668,0.190294
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,698,3623,0.192658
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,685,3673,0.186496
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,696,3656,0.190372
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,660,3659,0.180377
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,648,3691,0.175562
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,657,3653,0.179852
Vleteren,33041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,643,3649,0.176213
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1562,14472,0.107933
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1610,14567,0.110524
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1566,14589,0.107341
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1599,14545,0.109935
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1645,14609,0.112602
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1663,14716,0.113006
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1675,14781,0.113321
Anzegem,34002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1620,14845,0.109128
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1330,9727,0.136733
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1380,9788,0.140989
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1401,9956,0.140719
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1472,10045,0.146541
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1472,10065,0.146249
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1497,10158,0.147372
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1567,10206,0.153537
Avelgem,34003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1532,10249,0.149478
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1313,11593,0.113258
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1319,11683,0.112899
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1324,11738,0.112796
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1334,11715,0.113871
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1333,11796,0.113004
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1378,11946,0.115352
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1439,12078,0.119142
Deerlijk,34009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1449,12182,0.118946
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3418,27247,0.125445
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3536,27446,0.128835
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3629,27536,0.131791
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3834,27683,0.138497
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3907,27886,0.140106
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4006,28158,0.142269
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4107,28502,0.144095
Harelbeke,34013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4101,28614,0.143321
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,12539,75128,0.166902
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,12887,75219,0.171326
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,13193,75506,0.174728
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,13783,75736,0.181987
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,14002,76265,0.183597
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,14483,76735,0.18874
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,14472,77109,0.187682
Kortrijk,34022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,14297,77213,0.185163
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2004,13105,0.152919
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2065,13084,0.157826
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2023,13140,0.153957
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2109,13219,0.159543
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2098,13318,0.157531
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2154,13484,0.159745
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2233,13676,0.163279
Kuurne,34023,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2192,13794,0.15891
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,696,5749,0.121065
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,687,5743,0.119624
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,702,5746,0.122172
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,724,5768,0.12552
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,739,5742,0.128701
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,767,5747,0.133461
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,743,5787,0.128391
Lendelede,34025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,745,5766,0.129206
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5462,32964,0.165696
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,5722,32905,0.173895
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5957,32877,0.18119
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,6327,33112,0.191079
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,6405,33190,0.19298
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,6722,33385,0.201348
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,6917,33540,0.206231
Menen,34027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,6878,33708,0.204047
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5054,37155,0.136025
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,5019,37341,0.13441
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5117,37606,0.136069
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5334,37871,0.140847
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5433,38125,0.142505
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5429,38266,0.141875
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5425,38350,0.14146
Waregem,34040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5412,38535,0.140444
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3753,31063,0.120819
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3872,31307,0.123678
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3924,31291,0.125403
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,4127,31457,0.131195
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4158,31412,0.13237
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4290,31406,0.136598
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4305,31579,0.136325
Wevelgem,34041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4268,31503,0.135479
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2457,24258,0.101286
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2510,24271,0.103416
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2601,24353,0.106804
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2742,24530,0.111781
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2759,24619,0.112068
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2828,24656,0.114698
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2835,24814,0.11425
Zwevegem,34042,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2792,24853,0.112341
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,272,2120,0.128302
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,292,2155,0.135499
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,285,2133,0.133615
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,284,2142,0.132586
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,308,2087,0.14758
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,295,2049,0.143973
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,301,2071,0.14534
Spiere-Helkijn,34043,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,319,2076,0.153661
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2128,16962,0.125457
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2249,17301,0.129992
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2306,17360,0.132834
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2555,17585,0.145294
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2636,17828,0.147857
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2744,18095,0.151644
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2727,18141,0.150322
Bredene,35002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2660,18086,0.147075
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1519,11826,0.128446
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1516,11753,0.128988
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1590,11851,0.134166
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1705,12021,0.141835
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1659,12063,0.137528
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1732,12178,0.142224
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1723,12166,0.141624
Gistel,35005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1655,12107,0.136698
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1959,13929,0.140642
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1963,13952,0.140697
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1951,13945,0.139907
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1996,13950,0.143082
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1960,13939,0.140613
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1961,14050,0.139573
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1941,14041,0.138238
Ichtegem,35006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1897,14068,0.134845
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3282,19177,0.171143
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3400,19302,0.176148
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3432,19262,0.178175
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3589,19186,0.187063
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3701,19371,0.191059
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3705,19336,0.191612
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3719,19578,0.189958
Middelkerke,35011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3661,19676,0.186064
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,14322,70274,0.203802
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,14798,70460,0.21002
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,15013,70600,0.212649
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,15926,70994,0.224329
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,16222,71332,0.227415
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,16697,71494,0.233544
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,16632,71647,0.232138
Oostende,35013,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,16416,71755,0.228778
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1031,9217,0.111859
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1017,9222,0.11028
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1017,9279,0.109602
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1073,9325,0.115067
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1038,9300,0.111613
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1082,9381,0.11534
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1101,9507,0.115809
Oudenburg,35014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1148,9672,0.118693
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1660,12577,0.131987
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1711,12587,0.135934
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1787,12622,0.141578
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1865,12656,0.147361
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1828,12635,0.144677
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1854,12666,0.146376
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1842,12700,0.145039
De Haan,35029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1846,12789,0.144343
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1306,10106,0.12923
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1261,10071,0.125211
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1257,10016,0.125499
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1275,10007,0.127411
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1257,9950,0.126332
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1280,9987,0.128167
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1279,9973,0.128246
Hooglede,36006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1251,9925,0.126045
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1530,10789,0.141811
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1552,10691,0.145169
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1565,10792,0.145015
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1567,10792,0.1452
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1556,10928,0.142387
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1534,10996,0.139505
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1523,11131,0.136825
Ingelmunster,36007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1506,11189,0.134596
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3681,27364,0.13452
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3762,27376,0.13742
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3776,27550,0.13706
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3876,27590,0.140486
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3872,27729,0.139637
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3938,28018,0.140553
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4039,28322,0.14261
Izegem,36008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4015,28554,0.140611
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1282,9522,0.134636
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1286,9507,0.135269
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1259,9530,0.132109
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1308,9607,0.136151
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1300,9716,0.1338
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1319,9695,0.13605
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1323,9687,0.136575
Ledegem,36010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1274,9715,0.131137
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1052,8625,0.121971
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1076,8612,0.124942
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1075,8688,0.123734
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1133,8760,0.129338
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1107,8793,0.125896
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1108,8926,0.124132
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1131,8943,0.126468
Lichtervelde,36011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1110,8962,0.123856
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1622,10962,0.147966
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1645,10942,0.150338
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1607,10949,0.146771
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1695,11015,0.153881
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1673,11080,0.150993
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1699,11250,0.151022
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1678,11442,0.146653
Moorslede,36012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1681,11445,0.146876
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,8943,59714,0.149764
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,9171,60386,0.151873
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,9323,60999,0.152839
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,9727,61657,0.15776
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,9938,62301,0.159516
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,10076,62954,0.160053
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,10214,63478,0.160906
Roeselare,36015,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,10228,63763,0.160407
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1745,11068,0.157662
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1763,11193,0.157509
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1727,11173,0.154569
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1757,11314,0.155294
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1740,11376,0.152954
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1755,11489,0.152755
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1743,11518,0.151328
Staden,36019,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1706,11462,0.14884
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1170,8340,0.140288
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1168,8371,0.139529
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1089,8374,0.130045
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1134,8378,0.135354
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1100,8484,0.129656
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1066,8555,0.124605
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1012,8612,0.11751
Dentergem,37002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,993,8644,0.114877
Meulebeke,37007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1573,11078,0.141993
Meulebeke,37007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1573,11023,0.142702
