Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen met een (equivalent) leefloon naar herkomst,"Aantal inwoners naar herkomst 
(KSZ-cijfers)",Procent
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,27,22779,0.0011853
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,22,22876,0.000961707
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,14,770,0.0181818
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,12,430,0.027907
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,27,22834,0.00118245
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,21,842,0.0249406
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,11,491,0.0224033
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,21,22738,0.000923564
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,23,921,0.0249729
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,14,513,0.0272904
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,23,22742,0.00101134
Zwevegem,34042,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,21,984,0.0213415
Spiere-Helkijn,34043,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,10,1759,0.00568505
Spiere-Helkijn,34043,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,10,1759,0.00568505
Spiere-Helkijn,34043,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,13,1748,0.00743707
Spiere-Helkijn,34043,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,10,1745,0.00573066
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,41,14586,0.00281091
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,10,590,0.0169492
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,44,14805,0.00297197
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,10,169,0.0591716
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,16,643,0.0248834
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,10,376,0.0265957
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,35,14938,0.00234302
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,17,674,0.0252226
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,16,406,0.0394089
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,28,14966,0.00187091
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,11,201,0.0547264
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,28,733,0.0381992
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,17,430,0.0395349
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,32,15131,0.00211486
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,24,788,0.0304569
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,21,432,0.0486111
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,26,15273,0.00170235
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,11,888,0.0123874
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,31,797,0.0388959
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,27,518,0.0521236
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,33,15485,0.00213109
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,34,915,0.0371585
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,41,544,0.0753676
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,36,15483,0.00232513
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,10,270,0.037037
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,51,970,0.0525773
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,61,617,0.0988655
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,32,15559,0.00205669
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,10,960,0.0104167
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,69,1074,0.0642458
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,59,723,0.0816044
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,36,15663,0.00229841
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,12,957,0.0125392
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,65,1208,0.0538079
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,54,776,0.0695876
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,32,15787,0.00202698
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,61,1299,0.0469592
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,52,839,0.0619785
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,37,15765,0.00234697
Bredene,35002,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,61,1360,0.0448529
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,35,11188,0.00312835
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,28,11171,0.00250649
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,10,212,0.0471698
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,30,11186,0.00268192
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,10,78,0.128205
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,12,264,0.0454545
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,22,11167,0.00197009
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,17,11233,0.0015134
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,24,11170,0.00214861
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,25,11071,0.00225815
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,23,11094,0.00207319
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,14,352,0.0397727
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,24,236,0.101695
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,38,11189,0.00339619
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,30,407,0.0737101
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,21,255,0.0823529
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,37,11197,0.00330446
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,25,420,0.0595238
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,17,277,0.0613718
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,21,11197,0.0018755
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,24,472,0.0508475
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,16,286,0.0559441
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,18,11125,0.00161798
Gistel,35005,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,20,477,0.0419287
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,27,13261,0.00203605
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,26,13379,0.00194334
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,24,13357,0.00179681
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,25,13383,0.00186804
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,24,13324,0.00180126
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,32,13342,0.00239844
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,18,13303,0.00135308
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,29,13293,0.0021816
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,23,13246,0.00173637
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,10,249,0.0401606
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,32,13216,0.00242131
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,30,13256,0.00226313
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,28,13219,0.00211816
Ichtegem,35006,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,10,321,0.0311526
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,86,17545,0.00490168
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,15,688,0.0218023
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,12,382,0.0314136
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,13,499,0.0260521
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,97,17507,0.00554064
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,13,727,0.0178817
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,13,403,0.0322581
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,10,304,0.0328947
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,84,17676,0.00475221
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,16,755,0.0211921
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,20,447,0.0447427
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,13,316,0.0411392
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,88,17752,0.00495719
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,11,808,0.0136139
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,10,95,0.105263
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,28,489,0.0572597
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,10,331,0.0302115
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,107,17742,0.00603089
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,18,841,0.0214031
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,19,511,0.037182
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,22,359,0.0612813
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,93,17776,0.00523177
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,11,858,0.0128205
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,31,539,0.0575139
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,28,384,0.0729167
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,85,17844,0.00476351
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,11,888,0.0123874
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,34,562,0.0604982
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,32,401,0.0798005
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,87,17781,0.00489286
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,11,881,0.0124858
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,40,604,0.0662252
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,36,460,0.0782609
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,81,17604,0.00460123
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,15,892,0.0168161
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,43,669,0.064275
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,10,571,0.0175131
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,44,501,0.0878244
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,78,17671,0.00441401
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,20,942,0.0212314
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,10,129,0.0775194
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,57,734,0.0776567
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,13,614,0.0211726
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,43,498,0.0863454
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,69,17639,0.00391179
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,19,937,0.0202775
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Europa niet-EU                                    ,10,137,0.0729927
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,59,741,0.0796221
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,37,509,0.0726916
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,64,17851,0.00358523
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,15,959,0.0156413
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,10,149,0.0671141
Middelkerke,35011,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,48,758,0.0633245
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen                                     ,133,2708,0.0491137
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,België,357,59588,0.00599114
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,68,4238,0.0160453
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU13                                              ,13,387,0.0335917
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,296,1841,0.160782
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,462,5246,0.0880671
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Turkije en Maghreb                                ,33,697,0.0473458
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,47,3172,0.0148172
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen                                     ,182,2982,0.0610329
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,België,393,59004,0.00666057
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,62,4245,0.0146054
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU13                                              ,11,426,0.0258216
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,339,2087,0.162434
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,556,5826,0.0954343
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb                                ,35,757,0.0462351
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,42,3139,0.0133801
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,299,3535,0.0845827
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,België,335,58673,0.00570961
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,66,4323,0.0152672
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU13                                              ,21,502,0.0418327
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,381,2512,0.151672
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,713,6880,0.103634
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb                                ,33,833,0.0396158
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,34,3122,0.0108905
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Zuid-EU15,11,699,0.0157368
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,356,3954,0.0900354
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,België,354,58420,0.00605957
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,68,4480,0.0151786
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU13                                              ,22,615,0.0357724
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,382,2775,0.137658
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,771,7603,0.101407
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb                                ,33,874,0.0377574
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,38,3166,0.0120025
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,406,4348,0.0933763
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,België,360,57715,0.00623755
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,61,4586,0.0133014
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU13                                              ,19,712,0.0266854
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,309,2811,0.109925
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,758,8058,0.094068
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb                                ,43,899,0.0478309
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,38,3146,0.0120788
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,511,4741,0.107783
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,België,361,57307,0.0062994
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,85,4817,0.0176458
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU13                                              ,36,884,0.040724
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,254,2769,0.0917299
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,806,8435,0.0955542
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb                                ,41,925,0.0443243
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,38,3170,0.0119874
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Zuid-EU15,11,763,0.0144168
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,530,5139,0.103133
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,België,293,56787,0.00515963
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,78,4998,0.0156062
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU13                                              ,27,1060,0.0254717
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU                                    ,194,2817,0.0688676
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,758,8913,0.0850443
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb                                ,34,957,0.0355277
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,36,3160,0.0113924
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Zuid-EU15,15,778,0.0192802
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,601,5666,0.106071
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,België,344,56158,0.00612557
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,93,5112,0.0181925
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU13                                              ,40,1169,0.0342173
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,192,2863,0.0670625
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,828,9532,0.0868653
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb                                ,35,1003,0.0348953
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,37,3162,0.0117015
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Zuid-EU15,16,781,0.0204866
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,754,6342,0.11889
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,België,329,55661,0.00591078
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,109,5217,0.0208932
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU13                                              ,45,1272,0.0353774
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,165,2798,0.0589707
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,961,10180,0.0944008
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb                                ,42,1040,0.0403846
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,46,3132,0.0146871
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,18,813,0.0221402
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,858,7032,0.122014
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,België,322,55072,0.00584689
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,83,5234,0.0158579
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13                                              ,27,1333,0.0202551
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,161,2871,0.056078
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,1060,10972,0.0966096
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb                                ,41,1069,0.0383536
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,35,3116,0.0112323
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Zuid-EU15,21,785,0.0267516
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,914,7597,0.120311
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,België,326,54418,0.00599066
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,81,5348,0.0151458
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,EU13                                              ,31,1426,0.0217391
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,Europa niet-EU                                    ,134,2945,0.0455008
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,1086,11630,0.0933792
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,Turkije en Maghreb                                ,38,1088,0.0349265
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,West- en Noord-EU15,33,3136,0.010523
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2019,Zuid-EU15,17,786,0.0216285
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,811,8158,0.0994116
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,België,333,53802,0.00618936
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,87,5469,0.0159078
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,EU13                                              ,32,1484,0.0215633
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,124,3040,0.0407895
Oostende,35013,Ja,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,983,12351,0.0795887
