Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,484,2413,0.20058
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,218,1892,0.115222
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,536,2501,0.214314
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,177,1884,0.093949
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,482,2472,0.194984
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,144,1888,0.0762712
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,480,2415,0.198758
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,122,1896,0.064346
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,441,2388,0.184673
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,95,1883,0.0504514
Langemark-Poelkapelle,33040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,443,2464,0.179789
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,266,834,0.318945
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,367,1219,0.301066
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,254,846,0.300236
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,332,1218,0.272578
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,234,863,0.271147
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,286,1169,0.244654
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,198,835,0.237126
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,272,1165,0.233476
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,176,837,0.210275
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,254,1166,0.217839
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,164,833,0.196879
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,214,1121,0.190901
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,162,832,0.194712
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,227,1171,0.193851
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,145,839,0.172825
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,229,1175,0.194894
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,119,845,0.140828
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,232,1148,0.202091
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,93,847,0.109799
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,230,1152,0.199653
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,69,848,0.0813679
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,206,1091,0.188818
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,61,852,0.0715962
Vleteren,33041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,188,1103,0.170444
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,573,3538,0.161956
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1037,4241,0.244518
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,547,3532,0.15487
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1079,4337,0.248789
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,477,3543,0.134632
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,992,4292,0.231128
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,406,3541,0.114657
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,936,4293,0.218029
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,339,3541,0.0957357
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,860,4275,0.20117
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,302,3536,0.0854072
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,854,4377,0.195111
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,294,3556,0.0826772
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,873,4438,0.19671
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,247,3519,0.0701904
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,866,4473,0.193606
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,192,3516,0.0546075
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,869,4593,0.189201
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,166,3537,0.0469324
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,876,4634,0.189038
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,132,3526,0.0374362
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,858,4667,0.183844
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,99,3557,0.0278324
Anzegem,34002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,782,4634,0.168753
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,369,2158,0.170992
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,716,3395,0.210898
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,325,2147,0.151374
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,756,3437,0.219959
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,283,2181,0.129757
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,679,3385,0.200591
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,226,2185,0.103432
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,595,3314,0.179541
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,194,2184,0.0888278
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,607,3339,0.181791
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,177,2203,0.080345
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,555,3358,0.165277
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,159,2201,0.0722399
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,524,3414,0.153486
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,145,2188,0.0662706
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,586,3499,0.167476
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,104,2182,0.0476627
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,582,3582,0.162479
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,98,2195,0.0446469
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,596,3628,0.164278
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,87,2218,0.0392245
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,586,3663,0.159978
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,58,2222,0.0261026
Avelgem,34003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,562,3642,0.154311
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,485,2809,0.172659
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,886,3429,0.258384
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,451,2779,0.162289
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,878,3493,0.25136
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,401,2790,0.143728
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,798,3534,0.225806
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,338,2823,0.119731
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,712,3516,0.202503
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,289,2860,0.101049
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,721,3541,0.203615
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,262,2860,0.0916084
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,740,3620,0.20442
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,245,2857,0.0857543
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,703,3661,0.192024
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,207,2845,0.0727592
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,718,3694,0.194369
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,153,2845,0.0537786
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,735,3752,0.195896
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,122,2859,0.0426723
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,753,3858,0.195179
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,101,2859,0.035327
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,673,3887,0.173141
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,63,2874,0.0219207
Deerlijk,34009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,647,3909,0.165515
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1174,6430,0.182582
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2040,8785,0.232214
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1055,6387,0.165179
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2124,9091,0.233638
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,955,6436,0.148384
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1910,8953,0.213336
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,751,6482,0.115859
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1724,8756,0.196894
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,664,6550,0.101374
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1615,8752,0.184529
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,574,6563,0.08746
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1589,8976,0.177028
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,532,6562,0.0810728
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1576,9005,0.175014
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,483,6576,0.0734489
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1621,9093,0.178269
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,387,6579,0.0588235
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1613,9274,0.173927
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,308,6589,0.0467446
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1678,9410,0.178321
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,261,6606,0.0395095
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1577,9458,0.166737
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,198,6640,0.0298193
Harelbeke,34013,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1453,9419,0.154263
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,2832,15746,0.179855
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,6891,27852,0.247415
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,2598,15642,0.166091
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,7051,28350,0.248713
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,2362,15697,0.150475
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,6522,28270,0.230704
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,1996,15699,0.127142
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,5814,27566,0.210912
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,1840,15782,0.116589
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,5662,27659,0.204707
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,1689,15779,0.107041
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,5638,28064,0.200898
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,1580,15840,0.0997475
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,5646,27908,0.202308
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,1401,15767,0.0888565
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,5591,27861,0.200675
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,1206,15773,0.0764598
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,5489,28361,0.19354
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,1048,15718,0.0666751
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,5599,28817,0.194295
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,922,15752,0.0585322
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,5243,28598,0.183334
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,693,15841,0.0437472
Kortrijk,34022,Ja,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,4906,28362,0.172978
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,600,3139,0.191144
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1004,4126,0.243335
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,541,3123,0.173231
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1073,4244,0.252828
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,492,3147,0.156339
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,990,4201,0.235658
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,418,3180,0.131447
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,851,4040,0.210644
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,353,3152,0.111992
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,872,4156,0.209817
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,313,3133,0.0999042
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,828,4212,0.196581
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,306,3149,0.0971737
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,832,4203,0.197954
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,255,3150,0.0809524
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,828,4252,0.194732
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,202,3162,0.0638836
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,826,4301,0.192048
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,169,3204,0.0527466
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,801,4284,0.186975
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,131,3208,0.0408354
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,749,4358,0.171868
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,90,3219,0.027959
Kuurne,34023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,728,4376,0.166362
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,236,1372,0.172012
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,425,1797,0.236505
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,213,1390,0.153237
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,434,1815,0.239118
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,196,1405,0.139502
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,407,1802,0.22586
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,151,1413,0.106865
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,365,1769,0.206331
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,127,1420,0.0894366
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,343,1770,0.193785
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,120,1393,0.086145
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,350,1859,0.188273
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,118,1402,0.0841655
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,327,1825,0.179178
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,102,1417,0.0719831
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,333,1826,0.182366
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,92,1402,0.0656205
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,335,1847,0.181375
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,67,1402,0.0477889
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,324,1841,0.175991
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,55,1405,0.0391459
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,304,1846,0.16468
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,34,1415,0.0240283
Lendelede,34025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,295,1801,0.163798
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1258,6955,0.180877
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2529,11756,0.215124
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1189,6928,0.171622
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2739,12079,0.226757
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,1032,6920,0.149133
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2475,11849,0.208878
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,899,6908,0.130139
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2214,11665,0.189799
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,790,6911,0.114311
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2286,11923,0.19173
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,711,6864,0.103584
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2162,12027,0.179762
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,690,6856,0.100642
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2117,12029,0.175991
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,637,6879,0.0926007
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2252,12092,0.186239
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,538,6822,0.0788625
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2205,12301,0.179254
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,470,6809,0.0690263
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2212,12316,0.179604
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,452,6796,0.0665097
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2078,12348,0.168286
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,342,6822,0.0501319
Menen,34027,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1920,12318,0.155869
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1654,8658,0.191037
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,3062,12014,0.254869
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1529,8637,0.177029
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,3157,12371,0.255194
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,1381,8665,0.159377
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2855,12292,0.232265
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,1145,8691,0.131745
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2605,12051,0.216165
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,1002,8699,0.115186
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2545,12304,0.206843
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,896,8725,0.102693
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2490,12487,0.199407
