Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Weinig (%),Neutraal (%),Veel (%)
 Langemark-Poelkapelle ,33040,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.46,0.13
 Langemark-Poelkapelle ,33040,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.36,0.13
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.46,0.15
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.41,0.14
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.46,0.16
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.34,0.08
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.26,0.47,0.28
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.55,0.27
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.44,0.23
 Lebbeke ,42011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.42,0.12
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.38,0.47,0.16
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.4,0.13
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.47,0.16
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.34,0.07
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.52,0.34
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.51,0.25
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.28,0.51,0.21
 Lede ,41034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.36,0.16
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.41,0.12
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.54,0.36,0.1
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.44,0.44,0.12
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.29,0.07
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.09,0.34,0.57
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.38,0.51
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.37,0.46,0.18
 Ledegem ,36010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.38,0.14
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.46,0.4,0.13
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.6,0.33,0.07
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.44,0.11
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.29,0.06
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.15,0.35,0.5
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.12,0.44,0.44
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.44,0.18
 Lendelede ,34025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.38,0.13
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.36,0.41,0.22
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.37,0.18
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.42,0.21
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.29,0.15
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.34,0.37,0.29
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.29,0.43,0.28
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.41,0.28
 Lennik ,23104,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.38,0.35,0.27
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.48,0.41,0.11
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.33,0.14
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.47,0.42,0.11
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.66,0.23,0.11
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.3,0.48,0.22
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.36,0.41,0.24
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.44,0.16
 Leopoldsburg ,71034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.57,0.27,0.16
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.28,0.43,0.29
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.43,0.45,0.12
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.46,0.41,0.12
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.28,0.47,0.25
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.3,0.48,0.23
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.46,0.36,0.18
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.13,0.43,0.44
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.11,0.45,0.44
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.14,0.44,0.42
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.15,0.45,0.4
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.33,0.56
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.23,0.46,0.31
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.29,0.44,0.27
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.21,0.46,0.33
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.25,0.48,0.27
 Leuven ,24062,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.36,0.4,0.24
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.42,0.14
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.33,0.12
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.42,0.13
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.29,0.08
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.15,0.45,0.4
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.13,0.42,0.46
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.45,0.17
 Lichtervelde ,36011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.36,0.15
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.34,0.45,0.21
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.42,0.45,0.13
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.33,0.48,0.19
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.48,0.42,0.1
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.49,0.32
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.32,0.45,0.23
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.31,0.43,0.27
 Liedekerke ,23044,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.35,0.47,0.18
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.4,0.18
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.46,0.39,0.15
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.41,0.18
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.33,0.09
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.26,0.47,0.26
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.19,0.49,0.32
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.43,0.24
 Lier ,12021,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.41,0.42,0.17
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.47,0.13
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.54,0.35,0.11
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.48,0.14
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.33,0.06
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.09,0.41,0.5
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.14,0.34,0.51
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.31,0.45,0.24
 Lierde ,45063,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.41,0.12
 Lievegem ,44085,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.38,0.13
 Lievegem ,44085,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.31,0.08
 Lievegem ,44085,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.13,0.46,0.41
 Lievegem ,44085,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.39,0.13
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.43,0.15
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.38,0.09
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.45,0.13
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.29,0.06
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.48,0.31
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.21,0.5,0.29
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.47,0.17
 Lille ,13019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.41,0.12
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.21,0.28,0.51
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.3,0.44,0.26
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.26,0.37,0.37
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.43,0.36,0.21
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.22,0.3,0.48
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.13,0.49,0.38
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.37,0.38,0.25
 Linkebeek ,23100,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.38,0.17
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.34,0.43,0.23
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.41,0.4,0.19
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.35,0.47,0.17
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.29,0.14
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.5,0.3
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.19,0.51,0.3
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.27,0.49,0.24
 Lint ,11025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.42,0.37,0.21
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.45,0.12
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.34,0.13
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.46,0.42,0.12
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.31,0.08
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.17,0.37,0.47
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.44,0.38
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.41,0.41,0.18
 Linter ,24133,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.39,0.11
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.37,0.46,0.16
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.43,0.44,0.13
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.53,0.13
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.32,0.11
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.08,0.38,0.55
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.1,0.45,0.45
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.28,0.51,0.2
 Lochristi ,44034,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.46,0.39,0.15
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.38,0.18
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.38,0.12
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.46,0.37,0.17
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.34,0.07
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.48,0.33
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.21,0.49,0.3
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.39,0.37,0.25
 Lokeren ,46014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.42,0.11
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.42,0.17
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.37,0.12
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.42,0.16
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.31,0.08
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.42,0.41
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.14,0.42,0.44
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.46,0.19
 Lommel ,72020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.39,0.12
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.38,0.46,0.16
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.39,0.16
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.48,0.17
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.29,0.08
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.5,0.29
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.28,0.48,0.24
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.29,0.49,0.22
 Londerzeel ,23045,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.42,0.14
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.51,0.37,0.12
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.4,0.12
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.49,0.4,0.11
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.35,0.04
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.42,0.44
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.16,0.37,0.47
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.44,0.16
 Lo-Reninge ,32030,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.38,0.12
 Lovendegem ,44036,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.31,0.5,0.19
 Lovendegem ,44036,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.36,0.48,0.16
 Lovendegem ,44036,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.13,0.54,0.32
 Lovendegem ,44036,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.48,0.2
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.38,0.39,0.24
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.42,0.34,0.24
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.47,0.19
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.32,0.12
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.49,0.33
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.51,0.29
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.3,0.44,0.26
 Lubbeek ,24066,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.43,0.41,0.16
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.45,0.13
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.54,0.36,0.1
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.49,0.12
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.28,0.06
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.41,0.38
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.21,0.48,0.31
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.48,0.18
 Lummen ,71037,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.52,0.37,0.12
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.44,0.14
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.38,0.13
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.45,0.16
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.33,0.09
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.12,0.4,0.48
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.41,0.48
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.47,0.21
 Maarkedal ,45064,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.4,0.16
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.36,0.48,0.16
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.35,0.1
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.45,0.16
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.31,0.07
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.28,0.53,0.19
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.52,0.26
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.48,0.17
 Maaseik ,72021,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.38,0.1
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.38,0.15
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.42,0.08
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.4,0.17
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.35,0.09
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.28,0.48,0.24
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.31,0.48,0.2
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.41,0.38,0.2
 Maasmechelen ,73107,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.39,0.1
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.44,0.17
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.37,0.46,0.17
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.32,0.46,0.22
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.44,0.4,0.16
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.17,0.51,0.32
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.51,0.3
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.26,0.5,0.24
 Machelen ,23047,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.38,0.39,0.23
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.44,0.11
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.43,0.09
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.44,0.14
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.33,0.07
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.22,0.54,0.24
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.27,0.49,0.24
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.48,0.16
 Maldegem ,43010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.38,0.12
 Malle ,11057,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.45,0.15
 Malle ,11057,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.41,0.11
 Malle ,11057,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.45,0.16
 Malle ,11057,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.32,0.05
 Malle ,11057,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.51,0.36
