Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Heers ,73022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.25,0.55
 Heers ,73022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.22,0.64
 Heers ,73022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.25,0.54
 Heers ,73022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.23,0.62
 Heist-Op-Den-Berg ,12014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.34,0.44
 Heist-Op-Den-Berg ,12014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.36,0.42
 Heist-Op-Den-Berg ,12014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.29,0.43
 Heist-Op-Den-Berg ,12014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.29,0.37
 Hemiksem ,11018,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.28,0.45
 Hemiksem ,11018,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.39,0.41
 Hemiksem ,11018,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.25,0.27,0.48
 Hemiksem ,11018,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.34,0.4
 Herent ,24038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.32,0.25,0.43
 Herent ,24038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.33,0.32,0.34
 Herent ,24038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.26,0.44
 Herent ,24038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.41,0.32,0.28
 Herentals ,13011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.34,0.43
 Herentals ,13011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.3,0.44
 Herentals ,13011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.35,0.39
 Herentals ,13011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.28,0.4
 Herenthout ,13012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.25,0.54
 Herenthout ,13012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.33,0.55
 Herenthout ,13012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.27,0.5
 Herenthout ,13012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.28,0.5
 Herk-De-Stad ,71024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.31,0.47
 Herk-De-Stad ,71024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.32,0.5
 Herk-De-Stad ,71024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.27,0.47
 Herk-De-Stad ,71024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.35,0.42
 Herne ,23032,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.12,0.19,0.69
 Herne ,23032,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.11,0.18,0.71
 Herne ,23032,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.14,0.22,0.64
 Herne ,23032,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.08,0.19,0.73
 Herselt ,13013,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.32,0.44
 Herselt ,13013,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.36,0.48
 Herselt ,13013,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.3,0.46
 Herselt ,13013,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.25,0.52
 Herzele ,41027,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.26,0.5
 Herzele ,41027,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.28,0.52
 Herzele ,41027,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.27,0.42
 Herzele ,41027,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.28,0.46
 Heusden-Zolder ,71070,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.27,0.48
 Heusden-Zolder ,71070,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.34,0.45
 Heusden-Zolder ,71070,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.28,0.4
 Heusden-Zolder ,71070,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.31,0.4
 Heuvelland ,33039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.29,0.47
 Heuvelland ,33039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.28,0.5
 Heuvelland ,33039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.28,0.49
 Heuvelland ,33039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.25,0.51
 Hoegaarden ,24041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.28,0.26,0.47
 Hoegaarden ,24041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.34,0.29,0.38
 Hoegaarden ,24041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.3,0.41
 Hoegaarden ,24041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.39,0.27,0.33
 Hoeilaart ,23033,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.26,0.57
 Hoeilaart ,23033,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.3,0.57
 Hoeilaart ,23033,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.16,0.25,0.59
 Hoeilaart ,23033,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.27,0.59
 Hoeselt ,73032,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.31,0.51
 Hoeselt ,73032,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.38,0.3,0.32
 Hoeselt ,73032,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.31,0.43
 Hoeselt ,73032,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.48,0.29,0.23
 Holsbeek ,24043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.31,0.43
 Holsbeek ,24043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.25,0.49
 Holsbeek ,24043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.29,0.4
 Holsbeek ,24043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.24,0.43
 Hooglede ,36006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.25,0.57
 Hooglede ,36006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.27,0.51
 Hooglede ,36006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.21,0.55
 Hooglede ,36006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.26,0.5
 Hoogstraten ,13014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.32,0.45
 Hoogstraten ,13014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.37,0.46
 Hoogstraten ,13014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.27,0.51
 Hoogstraten ,13014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.33,0.47
 Horebeke ,45062,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.4,0.18,0.42
 Horebeke ,45062,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.3,0.23,0.47
 Horebeke ,45062,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.54,0.21,0.24
 Horebeke ,45062,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.47,0.18,0.36
 Houthalen-Helchteren ,72039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.32,0.28,0.41
 Houthalen-Helchteren ,72039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.34,0.44
 Houthalen-Helchteren ,72039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.35,0.24,0.41
 Houthalen-Helchteren ,72039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.29,0.4
 Houthulst ,32006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.28,0.48
 Houthulst ,32006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.3,0.52
 Houthulst ,32006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.3,0.46
 Houthulst ,32006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.29,0.48
 Hove ,11021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.32,0.42
 Hove ,11021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.34,0.38
 Hove ,11021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.25,0.31,0.44
 Hove ,11021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.3,0.39
 Huldenberg ,24045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.28,0.31,0.41
 Huldenberg ,24045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.39,0.45
 Huldenberg ,24045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.3,0.4
 Huldenberg ,24045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.35,0.39
 Hulshout ,13016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.29,0.45
 Hulshout ,13016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.32,0.44
 Hulshout ,13016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.27,0.42
 Hulshout ,13016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.3,0.38
 Ichtegem ,35006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.3,0.41
 Ichtegem ,35006,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.3,0.5
 Ichtegem ,35006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.27,0.42
 Ichtegem ,35006,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.27,0.49
 Ieper ,33011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.28,0.28,0.43
 Ieper ,33011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.34,0.49
 Ieper ,33011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.33,0.22,0.45
 Ieper ,33011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.23,0.54
 Ingelmunster ,36007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.14,0.23,0.63
 Ingelmunster ,36007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.09,0.29,0.62
 Ingelmunster ,36007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.22,0.63
 Ingelmunster ,36007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.12,0.25,0.63
 Izegem ,36008,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.33,0.52
 Izegem ,36008,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.35,0.42
 Izegem ,36008,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.26,0.54
 Izegem ,36008,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.3,0.43
 Jabbeke ,31012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.32,0.42
 Jabbeke ,31012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.37,0.32,0.31
 Jabbeke ,31012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.37,0.28,0.35
 Jabbeke ,31012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.48,0.29,0.23
 Kalmthout ,11022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.21,0.62
 Kalmthout ,11022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.31,0.57
 Kalmthout ,11022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.12,0.2,0.68
 Kalmthout ,11022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.12,0.25,0.63
 Kampenhout ,23038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.29,0.52
 Kampenhout ,23038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.32,0.46
 Kampenhout ,23038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.31,0.42
 Kampenhout ,23038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.36,0.41
 Kapellen ,11023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.31,0.52
 Kapellen ,11023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.35,0.46
 Kapellen ,11023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.27,0.51
 Kapellen ,11023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.31,0.41
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.3,0.43
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.29,0.48
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.35,0.24,0.41
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.32,0.4
 Kaprijke ,43007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.29,0.54
 Kaprijke ,43007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.13,0.24,0.64
 Kaprijke ,43007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.24,0.61
 Kaprijke ,43007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.2,0.66
 Kasterlee ,13017,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.29,0.51
 Kasterlee ,13017,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.27,0.51
 Kasterlee ,13017,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.24,0.56
 Kasterlee ,13017,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.28,0.48
 Keerbergen ,24048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.3,0.31,0.39
 Keerbergen ,24048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.36,0.4
 Keerbergen ,24048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.34,0.28,0.38
 Keerbergen ,24048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.37,0.35,0.28
 Kinrooi ,72018,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.22,0.65
 Kinrooi ,72018,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.13,0.18,0.69
 Kinrooi ,72018,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.22,0.63
 Kinrooi ,72018,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.13,0.23,0.64
 Kluisbergen ,45060,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.28,0.47
 Kluisbergen ,45060,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.24,0.48
 Kluisbergen ,45060,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.26,0.45
 Kluisbergen ,45060,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.22,0.46
 Knesselare ,44029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.38,0.37
 Knesselare ,44029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.32,0.35,0.33
 Knokke-Heist ,31043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.21,0.66
 Knokke-Heist ,31043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.13,0.2,0.66
 Knokke-Heist ,31043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.21,0.64
 Knokke-Heist ,31043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.18,0.62
 Koekelare ,32010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.24,0.63
 Koekelare ,32010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.19,0.69
 Koekelare ,32010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.22,0.61
 Koekelare ,32010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.21,0.63
 Koksijde ,38014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.12,0.18,0.7
 Koksijde ,38014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.11,0.24,0.65
 Koksijde ,38014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.13,0.17,0.7
 Koksijde ,38014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.23,0.58
 Kontich ,11024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.3,0.3,0.4
 Kontich ,11024,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.34,0.44
 Kontich ,11024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.22,0.5
 Kontich ,11024,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.28,0.47
 Kortemark ,32011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.27,0.5
 Kortemark ,32011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.31,0.51
 Kortemark ,32011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.24,0.49
 Kortemark ,32011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.26,0.48
 Kortenaken ,24054,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.26,0.52
 Kortenaken ,24054,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.22,0.58
 Kortenaken ,24054,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.23,0.56
 Kortenaken ,24054,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.22,0.52
 Kortenberg ,24055,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.27,0.48
 Kortenberg ,24055,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.35,0.45
 Kortenberg ,24055,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.25,0.28,0.47
 Kortenberg ,24055,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.29,0.45
 Kortessem ,73040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.29,0.54
 Kortessem ,73040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.32,0.31,0.38
 Kortessem ,73040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.28,0.52
 Kortessem ,73040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.32,0.36
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.35,0.49
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.28,0.51
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.26,0.28,0.46
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.23,0.35,0.42
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.21,0.29,0.5
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.28,0.55
 Kortrijk ,34022,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.24,0.56
